time_ms, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp_C
1173,2067,1.8651,6.0286,0.7949,0.5223,0.219,0.3387,25.48
1183,1937,2.9832,5.5067,0.7494,0.2353,0.0893,0.4863,25.49
1193,1782,4.2713,5.2912,0.3328,0.0717,0,0.3997,25.49
1203,1771,5.3343,5.3056,-0.1724,-0.0226,-0.0136,0.1146,25.48
1213,1751,5.4827,5.6671,-0.0335,-0.0586,-0.0874,-0.2222,25.5
1223,1762,4.5993,6.2608,0.2442,-0.0544,-0.3336,-0.4482,25.5
1233,1760,3.1651,7.015,0.3831,-0.0951,-0.7115,-0.465,25.51
1243,1763,1.8747,7.6662,0.5914,-0.2212,-1.1205,-0.304,25.51
1247,1761,1.4078,7.908,0.6656,-0.2864,-1.2662,-0.2153,25.5
1257,1759,0.5052,8.3438,0.9194,-0.4434,-1.5159,0.0304,25.5
1267,1778,0.0862,8.5377,1.1803,-0.5252,-1.5476,0.2281,25.49
1277,1677,0.0766,8.6143,1.2833,-0.4836,-1.3635,0.3142,25.51
1287,1418,0.0575,8.6,1.063,-0.3635,-0.9643,0.2779,25.51
1297,3088,0.0359,8.7149,0.8595,-0.198,-0.4418,0.1761,25.51
1307,4095,0.1724,8.6407,0.7159,-0.0197,0.0703,0.0701,25.5
1317,4095,0.5626,8.5114,0.4932,0.1202,0.4839,-0.0413,25.51
1327,1296,1.0199,8.3151,0.5052,0.186,0.7973,-0.1529,25.51
1337,1487,1.4246,8.0469,0.6943,0.2531,0.9582,-0.2638,25.52
1347,1840,1.719,7.8961,0.7877,0.3429,0.9755,-0.3539,25.52
1357,1781,1.9393,7.908,0.7685,0.4314,0.8729,-0.3989,25.52
1367,1729,2.0853,8.1163,0.5914,0.5039,0.6955,-0.3888,25.52
1377,1735,2.1093,8.5018,0.3256,0.571,0.4914,-0.34,25.52
1387,1799,1.9968,8.8897,0.1604,0.6422,0.288,-0.2686,25.53
1397,1830,1.7861,9.1746,0.2179,0.7147,0.1085,-0.1887,25.53
1407,1904,1.6185,9.2081,0.3567,0.7687,-0.0277,-0.1282,25.53
1417,1907,1.4174,9.019,0.3879,0.8087,-0.1077,-0.1132,25.53
1427,1929,1.2785,8.8059,0.2203,0.8178,-0.1455,-0.1383,25.52
1437,1985,1.1708,8.8873,-0.0886,0.7466,-0.1314,-0.1785,25.52
1447,2015,0.9888,9.2536,-0.6536,0.5553,-0.0405,-0.1884,25.52
1457,2097,0.8882,9.8497,-1.2857,0.2041,0.1364,-0.1615,25.53
1467,2133,0.8571,10.5943,-1.6424,-0.2646,0.3195,-0.1343,25.52
1477,2205,0.9816,11.4012,-1.415,-0.7466,0.5236,-0.1223,25.53
1487,2252,0.9505,11.9279,-0.2849,-0.9236,0.5868,-0.1359,25.53
1497,2251,0.984,12.5624,0.68,-0.7397,0.4882,-0.1426,25.54
1507,2288,0.9888,13.137,1.2809,-0.393,0.3517,-0.1066,25.54
1517,2361,0.826,13.4602,1.5754,-0.0858,0.2457,-0.041,25.54
1527,2416,0.5195,13.3836,1.8124,0.0661,0.1951,0.0352,25.53
1537,2423,0.3783,12.9431,1.8268,0.0408,0.2587,0.0917,25.54
1547,2530,0.5578,12.4139,1.7645,-0.1482,0.4815,0.1591,25.55
1557,2559,1.1684,12.0548,2.1715,-0.4221,0.8263,0.2641,25.54
1567,2544,2.059,11.9686,3.0981,-0.761,1.1061,0.3789,25.57
1577,2432,2.7797,12.0093,4.2569,-1.1042,1.1927,0.5063,25.56
1587,2336,3.4812,11.7364,5.4061,-1.3544,1.0429,0.6478,25.56
1597,2253,4.1276,10.9966,6.0837,-1.4842,0.6981,0.732,25.55
1607,2154,5.2505,9.833,6.1627,-1.4893,0.3296,0.6757,25.56
1617,2155,5.0829,8.5712,7.1204,-1.3033,-0.0514,0.5332,25.56
1627,2128,3.7733,7.4603,7.8554,-0.9385,-0.6041,0.3397,25.55
1637,2072,1.8435,6.8522,8.1355,-0.3842,-1.2966,0.1716,25.57
1641,2065,0.9433,6.8067,7.9703,-0.1306,-1.5471,0.1378,25.56
1651,1987,-1.142,7.0006,6.9959,0.4495,-1.9476,0.1724,25.57
1661,2030,-3.0502,7.0198,5.7078,0.9193,-1.8594,0.2635,25.57
1671,1971,-4.1156,7.0797,3.8068,1.3821,-1.3438,0.2814,25.57
1681,1951,-4.4365,7.5848,0.6201,1.5988,-0.421,0.1897,25.56
1691,1968,-4.2258,8.3151,-2.4756,1.3558,0.8482,0.0839,25.57
1701,1947,-3.7158,9.0309,-4.2665,0.6488,2.2394,0.053,25.57
1711,1975,-2.4157,9.6558,-4.4652,-0.3493,3.4805,0.1577,25.57
1721,2005,-0.6057,10.5991,-2.7174,-1.4099,4.3164,0.4804,25.58
1731,2000,2.2146,11.0085,0.8332,-2.1759,4.3929,1.0062,25.58
1741,1959,5.8395,10.4986,4.3503,-2.4829,3.7723,1.3989,25.57
1751,1953,8.2337,9.979,7.5561,-2.3851,2.7126,1.5394,25.56
1761,1941,9.1051,8.77,9.0932,-1.9931,1.4008,1.5375,25.58
1771,1893,8.9376,7.106,9.3494,-1.5436,0.0994,1.2033,25.57
1781,1823,7.4436,6.5146,8.8681,-1.0509,-1.0818,0.7125,25.58
1791,1817,5.1715,6.6655,7.5968,-0.554,-2.0019,0.3613,25.59
1801,1749,2.9305,7.039,5.9472,-0.089,-2.6161,0.1719,25.59
1811,1711,1.2905,7.4891,4.0749,0.3693,-2.8983,0.0362,25.57
1821,1726,0.5028,7.7524,1.9992,0.8226,-2.8309,-0.1553,25.58
1831,1694,0.3017,7.7428,-0.0311,1.2231,-2.4698,-0.4764,25.59
1841,1691,-0.3807,7.4939,-1.3982,1.4751,-2.0366,-0.8993,25.58
1851,1712,-1.6209,7.1491,-1.9704,1.5583,-1.6686,-1.287,25.58
1861,1808,-2.6576,7.1012,-2.2146,1.4973,-1.3877,-1.4655,25.57
1871,1868,-3.7924,7.4723,-2.1332,1.2558,-1.1103,-1.3006,25.57
1881,1920,-4.3981,7.3957,-2.0087,0.8687,-0.8212,-0.7797,25.58
1891,1987,-4.0031,6.766,-1.9632,0.4178,-0.5156,-0.3192,25.57
1901,2000,-2.5211,6.6679,-2.2051,-0.0789,0.024,0.0544,25.59
1911,1915,-0.9601,6.7828,-1.9201,-0.6688,0.7914,0.3816,25.58
1921,1744,0.1891,7.0533,-0.7829,-1.2782,1.5186,0.6568,25.58
1931,1708,1.245,7.4675,1.3647,-1.6574,1.8482,0.874,25.57
1941,1727,2.2889,8.023,3.1867,-1.6355,1.6116,1.007,25.58
1951,1709,3.3567,8.5258,4.1492,-1.2782,0.9387,1.0509,25.58
1961,1714,4.4819,8.6407,4.0223,-0.7634,0.1186,0.9118,25.58
1971,1724,4.8961,8.8202,3.3902,-0.2454,-0.5961,0.5588,25.58
1981,1781,4.118,9.2512,2.8802,0.2041,-1.1327,0.1668,25.58
1991,1760,2.7222,9.6055,2.1404,0.6155,-1.4919,-0.0962,25.59
2001,1734,1.4269,9.584,1.0558,0.927,-1.6174,-0.2345,25.6
2011,1463,0.3328,9.4595,0.103,1.113,-1.4901,-0.3152,25.58
2021,2031,-0.4238,9.3613,-0.4741,1.1735,-1.1578,-0.3403,25.58
2031,4095,-0.9553,9.2536,-0.7494,1.1101,-0.7226,-0.284,25.59
2035,4095,-1.1229,9.153,-0.7685,1.044,-0.5457,-0.2284,25.6
2045,4095,-1.1301,8.7628,-0.5219,0.8127,-0.1495,-0.0301,25.6
2055,1702,-0.7877,8.3366,-0.1987,0.5425,0.1641,0.2006,25.59
2065,1402,-0.0694,8.5928,0.3232,0.3024,0.3611,0.4287,25.61
2075,1753,0.9433,9.0549,0.5746,0.0224,0.389,0.6531,25.6
2085,1710,1.9154,9.1937,0.4046,-0.2489,0.3746,0.7797,25.59
2095,1675,2.5977,9.5744,0.3089,-0.4719,0.4085,0.8284,25.6
2105,1704,3.1149,10.0389,0.3687,-0.623,0.4772,0.8434,25.61
2115,1712,3.5147,10.6925,0.747,-0.6824,0.5351,0.8386,25.61
2125,1705,3.9145,11.4084,1.4916,-0.5915,0.5177,0.8466,25.59
2135,1742,4.3335,12.1075,2.2793,-0.3523,0.3696,0.9105,25.61
2145,1761,4.5825,12.6414,2.9377,-0.0616,0.0504,1.0986,25.61
2155,1791,5.3391,12.3589,3.0526,0.1156,-0.3547,1.299,25.61
2165,1795,6.031,11.7124,3.2513,-0.0013,-0.7269,1.2942,25.61
2175,1814,5.8419,11.0277,4.6352,-0.4218,-1.1106,1.0837,25.62
2185,1861,5.0015,10.7428,6.4787,-0.7464,-1.6387,0.8442,25.62
2195,1901,4.7764,10.726,7.4436,-1.1186,-1.6894,0.6382,25.62
2205,1931,4.7357,10.6901,8.1475,-1.5596,-0.911,0.3062,25.61
2215,1981,4.3718,10.6901,8.6095,-1.9545,0.5907,-0.1836,25.6
2225,2055,3.5099,10.6662,9.3565,-1.9684,2.2058,-0.7658,25.61
2235,2098,2.8874,10.5489,9.6319,-0.9777,3.0342,-1.4602,25.62
2245,2143,3.4189,10.0221,8.4851,0.8431,2.7995,-2.2338,25.61
2255,2272,3.8906,9.2919,6.3734,2.4928,1.9926,-2.8194,25.61
2265,2295,3.8188,8.1882,4.2689,3.5165,1.0325,-2.9154,25.6
2275,2343,3.4093,7.6495,1.8483,3.6122,0.2201,-2.5983,25.62
2285,2369,2.3391,6.5577,0.1437,2.9703,-0.5636,-2.0877,25.62
2295,2370,1.5514,5.6599,-1.9201,2.104,-1.4325,-1.3678,25.62
2305,2269,1.3431,5.6599,-3.1388,1.0424,-2.1173,-0.4868,25.62
2315,2135,1.4796,6.1124,-3.2058,-0.2188,-2.4912,0.429,25.63
2325,2017,1.5945,7.0581,-2.32,-1.5604,-2.679,1.1844,25.63
2335,1953,1.3384,8.6766,-0.486,-2.8032,-2.7675,1.7984,25.61
2345,1923,0.9457,9.9503,2.2817,-3.6929,-2.6846,2.2567,25.61
2355,1911,0.8835,10.6757,5.5186,-3.873,-2.2372,2.319,25.62
2365,1872,1.3838,10.9559,8.2839,-3.12,-1.3592,1.7027,25.6
2375,1860,1.4629,11.3605,9.0908,-1.7664,-0.2611,0.4919,25.61
2385,1856,1.0822,11.3413,8.1211,-0.2129,0.842,-0.761,25.62
2395,1854,0.6464,10.6973,5.9472,1.1532,1.7046,-1.8234,25.62
2405,1877,0.17,10.0533,3.8355,2.0611,2.1674,-2.5407,25.63
2415,1967,-0.0718,9.1554,2.138,2.6167,2.3513,-2.7539,25.61
2425,1952,-0.0503,8.2241,0.7973,2.9218,2.5141,-2.4203,25.62
2429,1959,-0.079,7.7021,0.498,2.9902,2.5596,-2.1861,25.62
2439,1999,0.1149,6.4284,0.1197,3.0406,2.4563,-1.4975,25.62
2449,2034,0.8667,5.2936,-0.4525,2.8125,2.0448,-0.8332,25.62
2459,2032,2.0782,4.2808,-1.2426,2.2881,1.5894,-0.3174,25.63
2469,2063,3.2825,3.7302,-1.7454,1.526,1.2614,0.0576,25.64
2479,2043,4.0247,3.2489,-1.5083,0.6502,1.0048,0.2891,25.65
2489,2087,4.1946,2.9449,-0.5052,-0.2214,0.6483,0.377,25.64
2499,2013,3.5817,3.158,0.5291,-0.9918,0.1191,0.3829,25.64
2509,2099,2.5019,4.0582,1.0343,-1.6233,-0.4506,0.4181,25.63
2519,2067,1.0463,5.9496,1.2761,-2.1357,-0.9499,0.5764,25.63
2529,2059,-0.3136,8.3917,1.3144,-2.4736,-1.3161,0.9523,25.64
2539,2047,-0.5794,9.7803,1.3982,-2.4754,-1.388,1.2769,25.62
2549,2026,-0.2514,10.2663,1.7885,-2.0195,-1.0344,1.3017,25.63
2559,2023,0.0622,10.6015,2.1763,-1.2199,-0.323,0.9641,25.63
2569,2032,0.3112,10.7308,2.2242,-0.2611,0.5828,0.4818,25.63
2579,2159,0.5507,10.41,1.6879,0.5468,1.4927,0.0003,25.62
2589,2224,0.7135,9.9096,1.3934,1.0693,2.2194,-0.3627,25.64
2599,2234,0.9912,9.2273,1.2617,1.3424,2.6196,-0.5529,25.64
2609,2253,1.3264,8.5952,1.1492,1.4189,2.6444,-0.5806,25.63
2619,2255,1.7597,8.0661,0.9888,1.3427,2.3667,-0.4959,25.64
2629,2204,2.1141,7.8075,0.6919,1.1482,1.9247,-0.3301,25.64
2639,2043,2.4636,7.7261,0.2466,0.8628,1.4591,-0.1244,25.64
2649,1919,2.7988,7.8721,-0.2682,0.5502,1.0424,0.0802,25.65
2659,1899,3.1316,8.1834,-0.6369,0.2569,0.7192,0.2374,25.62
2669,1916,3.3782,8.691,-0.6608,0.0554,0.4794,0.3312,25.63
2679,1926,3.553,9.1435,-0.4645,-0.0341,0.2742,0.3669,25.64
2689,1968,3.5578,9.6869,-0.0168,-0.0538,0.0234,0.3565,25.65
2699,1920,3.1891,10.5584,0.4645,-0.0616,-0.3437,0.3754,25.65
2709,1999,2.8371,11.2216,0.893,-0.1116,-0.7909,0.4359,25.65
2719,1879,2.2122,11.7819,1.2115,-0.1982,-1.198,0.4247,25.64
2729,1621,1.4868,11.9519,1.5562,-0.2238,-1.4178,0.2811,25.65
2739,2037,0.4334,12.1554,1.798,-0.0818,-1.3139,0.0341,25.65
2749,4095,-0.8954,12.4187,1.6831,0.2065,-0.8769,-0.1937,25.66
2759,4095,-1.968,12.9311,1.7669,0.5473,-0.3269,-0.2896,25.66
2769,3600,-2.6193,13.2136,1.5802,0.8847,0.2022,-0.2529,25.65
2779,1367,-2.49,13.0676,1.312,1.0584,0.7152,-0.1729,25.67
2789,1984,-1.7358,12.6414,1.3815,0.9353,1.1482,-0.122,25.66
2799,2144,-0.5794,12.287,1.6712,0.522,1.4376,-0.1423,25.68
2809,2141,0.7159,11.813,2.1883,-0.0581,1.6734,-0.1479,25.66
2819,2224,1.8962,11.5089,3.1077,-0.6046,1.877,-0.0624,25.66
2823,2250,2.4565,11.3772,3.5267,-0.7786,1.9353,0.0008,25.66
2833,2273,3.6536,11.0468,4.6495,-1.0613,1.955,0.2006,25.65
2843,2341,4.4508,10.4363,6.0861,-1.0581,1.6665,0.4093,25.65
2853,2403,5.4372,9.6965,6.8881,-0.801,1.0877,0.5486,25.66
2863,2447,5.5091,9.1722,7.446,-0.4101,0.3323,0.6262,25.66
2873,2483,4.549,8.8681,7.2018,-0.0165,-0.4796,0.663,25.67
2883,2475,2.794,8.7987,6.4236,0.3299,-1.173,0.6539,25.65
2893,2487,0.6847,9.0046,5.3056,0.5276,-1.5383,0.5705,25.64
2903,2523,-1.2282,9.2273,4.5514,0.7997,-1.5575,0.4503,25.67
2913,2512,-2.1572,10.3118,2.6695,1.1151,-1.1855,0.3587,25.68
2923,2539,-2.1141,11.4179,-0.0551,1.1927,-0.3078,0.2974,25.68
2933,2519,-1.6712,12.3134,-1.1971,0.9864,0.7525,0.2537,25.68
2943,2512,-0.3208,12.4403,-0.6704,0.7112,1.6673,0.2014,25.68
2953,2545,1.1779,12.2152,0.0838,0.5055,2.3286,0.114,25.66
2963,2544,2.4397,11.3677,0.4884,0.2888,2.7997,0.0738,25.67
2973,2543,3.4979,10.2137,1.4461,0.0016,3.0092,0.0386,25.68
2983,2579,4.5705,8.995,2.6264,-0.2649,2.8114,0.0277,25.65
2993,2598,5.4444,7.853,3.7757,-0.4237,2.2151,0.0208,25.66
3003,2559,5.8419,6.8738,4.4556,-0.453,1.3504,0.0192,25.66
3013,2487,5.4157,6.1196,4.616,-0.3627,0.3405,-0.0075,25.68
3023,2338,4.4412,5.545,4.1252,-0.1657,-0.6113,-0.0362,25.66
3033,2163,3.158,5.2074,3.1029,0.1391,-1.3483,-0.0258,25.67
3043,2031,1.8411,5.1404,1.6855,0.5172,-1.7928,0.0245,25.66
3053,1883,0.261,5.4085,0.0287,0.8791,-1.9228,0.0666,25.66
3063,1813,-1.2761,5.8419,-1.3719,1.2076,-1.7898,0.2411,25.67
3073,1779,-2.3128,5.9975,-2.0686,1.3291,-1.5849,0.4815,25.67
3083,1718,-2.4756,5.4923,-2.1572,1.2319,-1.4059,0.5622,25.67
3093,1721,-2.7222,5.5761,-2.3104,0.9571,-1.1887,0.5971,25.68
3103,1726,-2.3032,5.6096,-2.1141,0.4748,-0.9318,0.6742,25.69
3113,1761,-1.4605,5.6431,-1.5682,-0.113,-0.6025,0.7,25.66
3123,1739,-0.5818,5.9592,-0.838,-0.7123,-0.1791,0.7125,25.66
3133,1744,0.2729,6.4643,-0.0551,-1.2049,0.2955,0.7376,25.67
3143,1743,1.1612,6.9647,0.5938,-1.5511,0.7586,0.7421,25.68
3153,1760,2.0183,7.355,1.2426,-1.7408,1.149,0.6582,25.67
3163,1794,2.9377,7.92,2.0087,-1.6918,1.331,0.4594,25.68
3173,1841,3.8283,8.6167,2.5307,-1.3233,1.1786,0.1689,25.68
3183,1863,4.2018,9.1171,2.399,-0.7448,0.8106,-0.1332,25.69
3193,1840,4.0989,9.2584,2.0183,-0.1641,0.3805,-0.4026,25.69
3203,1856,3.5219,9.2656,1.5538,0.3523,-0.0394,-0.5764,25.67
3213,1861,2.648,9.2057,0.7661,0.7453,-0.3981,-0.6259,25.67
3217,1854,2.2673,9.1985,0.4142,0.8572,-0.5148,-0.6134,25.68
3227,1892,1.3647,9.244,-0.5459,1.016,-0.7437,-0.5071,25.69
3237,1936,0.5866,9.402,-1.6376,1.0027,-0.8418,-0.3222,25.67
3247,1935,0.1413,9.4308,-2.6647,0.8356,-0.7965,-0.1244,25.69
3257,1954,0.1149,9.4499,-3.1963,0.5601,-0.6235,0.0842,25.7
3267,1918,0.4836,9.5217,-3.0023,0.2462,-0.4135,0.2896,25.71
3277,1881,0.9553,9.8689,-2.2434,0.0032,-0.2934,0.4711,25.69
3287,1824,1.6281,10.3453,-1.4126,-0.069,-0.3786,0.623,25.68
3297,1803,1.9632,10.4148,-0.9936,-0.0168,-0.6166,0.725,25.69
3307,1815,1.6879,10.5704,-0.7446,0.0362,-0.9057,0.7541,25.69
3317,1815,1.2258,10.8984,-0.6991,0.0053,-1.1088,0.7821,25.69
3327,1792,0.9409,11.1666,-0.407,-0.097,-1.1367,0.7701,25.68
3337,1818,1.0056,11.4443,-0.2227,-0.2276,-0.93,0.6123,25.68
3347,1849,1.1301,11.9758,-0.067,-0.3501,-0.4501,0.3904,25.69
3357,1847,1.4581,12.7922,-0.0096,-0.3533,0.1284,0.32,25.68
3367,1819,2.0303,13.5177,0.182,-0.283,0.5812,0.4554,25.67
3377,1808,2.9018,13.7978,0.7901,-0.1655,0.822,0.7096,25.69
3387,1729,4.0103,13.6565,1.8842,0.0061,0.826,0.9427,25.69
3397,1515,5.2385,13.2375,2.8874,0.1319,0.6358,1.0581,25.69
3407,1351,6.3662,12.6294,3.5913,0.0402,0.303,0.9385,25.69
3417,1223,6.8809,11.9973,4.0725,-0.2478,-0.0285,0.6515,25.68
3427,1223,6.8115,11.3725,4.5849,-0.6915,-0.2643,0.2414,25.68
3437,1186,6.1435,10.7883,5.4348,-1.105,-0.2729,-0.1689,25.69
3447,1232,5.4755,9.9742,6.2728,-1.3379,-0.0765,-0.5572,25.69
3457,1270,4.4843,9.347,6.936,-1.2761,0.2774,-0.9209,25.69
3467,1277,3.3567,8.7915,7.1922,-0.8402,0.684,-1.2063,25.67
3477,1291,2.5929,8.1092,6.7277,-0.1623,0.9427,-1.4077,25.68
3487,1278,2.2218,7.6662,5.5665,0.5457,0.7917,-1.4714,25.69
3497,852,2.1332,7.5705,3.7757,1.0043,0.1769,-1.2497,25.7
3507,2305,2.2769,7.4603,2.0399,1.0893,-0.6923,-0.732,25.7
3517,4095,2.5618,7.3598,0.2849,0.7821,-1.5617,-0.0549,25.7
3527,4095,2.8491,7.5202,-0.7135,0.2321,-2.2966,0.6038,25.7
3537,1441,2.9568,8.4204,-0.8116,-0.3717,-2.7728,1.1969,25.7
3547,967,3.2633,9.4499,-0.2705,-0.8998,-2.9393,1.6145,25.7
3557,1478,3.5458,10.3956,0.5243,-1.2175,-2.7451,1.793,25.7
3567,1394,3.8762,10.8601,1.6688,-1.3326,-2.2735,1.6473,25.71
3577,1379,3.6368,10.9894,2.6911,-1.2923,-1.5791,1.1461,25.7
3587,1456,3.0909,10.6542,3.5817,-1.0738,-0.7933,0.4303,25.69
3597,1440,2.1021,9.8928,3.8259,-0.6797,-0.0394,-0.2723,25.7
3607,1456,1.3431,8.8681,3.5267,-0.2729,0.5668,-0.8037,25.68
3611,1469,1.1013,8.4874,3.3495,-0.1178,0.7663,-0.9643,25.69
3621,1422,0.6416,7.6782,2.7892,0.2539,1.1103,-1.2878,25.69
3631,1456,0.3879,6.9983,1.8507,0.5239,1.2313,-1.505,25.7
3641,1500,0.3543,6.426,0.7422,0.635,1.2388,-1.582,25.7
3651,1535,0.6416,5.9185,0.0383,0.6211,1.1511,-1.5492,25.7
3661,1521,0.9649,5.7006,-0.3208,0.5478,1.0523,-1.3627,25.72
3671,1600,1.5395,5.4851,-0.5459,0.4509,0.9241,-1.0555,25.72
3681,1616,2.1596,5.3702,-0.6081,0.3621,0.7762,-0.6899,25.71
3691,1665,2.6863,5.4348,-0.5171,0.2864,0.566,-0.3328,25.71
3701,1664,3.1939,5.679,-0.3065,0.2305,0.3371,-0.0192,25.72
3711,1744,3.4884,6.0478,-0.0527,0.1777,0.1479,0.2401,25.71
3721,1758,3.4955,6.3925,0.1077,0.0629,-0.0253,0.4135,25.71
3731,1820,3.3495,6.8522,0.4214,-0.0863,-0.1583,0.4807,25.71
3741,1869,3.0598,7.3047,0.6009,-0.2385,-0.2086,0.4549,25.72
3751,1846,2.6528,7.671,0.7685,-0.3789,-0.1721,0.373,25.71
3761,1867,2.3343,7.92,0.7709,-0.478,-0.0703,0.2603,25.73
3771,1898,1.9273,8.0086,0.7183,-0.5407,0.105,0.1274,25.73
