time, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
2459,2160,4.862624,7.967903,-0.282516,-0.725311,-0.364787,0.131632,21.60647
2469,2258,5.020641,8.281544,0.095768,-0.822836,-0.45192,0.127902,21.609411
2479,2039,5.087678,8.573636,0.40462,-0.814309,-0.484162,0.119375,21.609411
2489,1935,5.011064,8.911219,0.605733,-0.736236,-0.476968,0.106585,21.612352
2499,1840,4.824317,9.220071,0.70629,-0.614729,-0.447124,0.102588,21.621176
2509,1867,4.666299,9.442732,0.792481,-0.471372,-0.403158,0.118043,21.627058
2519,1706,4.60405,9.497798,0.849942,-0.328015,-0.351997,0.151351,21.63294
2529,1678,4.606444,9.370906,0.921768,-0.189188,-0.287247,0.195051,21.621176
2539,1565,4.589684,9.222465,0.969652,-0.052227,-0.211571,0.235819,21.63294
2549,1617,4.570531,9.126697,0.811634,0.058355,-0.129234,0.275256,21.624117
2559,1695,4.498705,9.047688,0.620098,0.137761,-0.048763,0.312294,21.629999
2569,1666,4.46758,8.956709,0.454898,0.199314,0.022116,0.345069,21.60647
2579,1648,4.496311,8.839393,0.306458,0.245678,0.076475,0.377844,21.627058
2589,1772,4.58729,8.710106,0.198719,0.277121,0.110848,0.407155,21.63294
2599,1744,4.692636,8.542512,0.141258,0.289112,0.131899,0.426074,21.627058
2609,1627,4.786009,8.37013,0.043096,0.284315,0.148153,0.426074,21.63294
2619,1682,4.874595,8.209718,0.014365,0.270726,0.164141,0.404224,21.638824
2629,1712,4.953603,8.12592,-0.004788,0.250475,0.175599,0.374646,21.641766
2639,1677,4.999093,8.056489,0.02873,0.216368,0.178263,0.344536,21.638824
2649,1756,5.027823,8.008605,0.009577,0.169204,0.176398,0.31709,21.621176
2659,1753,5.051765,8.044518,-0.004788,0.123372,0.167605,0.300303,21.629999
2669,1758,5.058948,8.111555,-0.064643,0.09193,0.154815,0.302435,21.641766
2679,1744,5.080496,8.159439,-0.107739,0.0874,0.142824,0.31789,21.621176
2689,1728,5.185841,8.190564,-0.134075,0.096459,0.13936,0.333611,21.629999
2699,1620,5.319916,8.147469,-0.083797,0.10472,0.148153,0.336009,21.638824
2709,1610,5.355829,8.044518,-0.019154,0.117243,0.160677,0.325084,21.63294
2719,1712,5.377377,7.946355,0.019154,0.130034,0.163608,0.309896,21.638824
2729,1683,5.358223,7.896077,0.057461,0.127636,0.157479,0.297905,21.638824
2739,1696,5.312734,7.82904,0.071826,0.119642,0.145222,0.29604,21.635881
2749,1805,5.260061,7.831434,-0.019154,0.111914,0.137761,0.301369,21.638824
2759,1697,5.17387,7.838616,-0.179565,0.106319,0.15668,0.307764,21.641766
2769,1645,5.097255,7.869741,-0.308852,0.098591,0.199847,0.314692,21.644707
2779,1651,5.044583,7.965509,-0.366313,0.080738,0.260334,0.331213,21.650589
2789,1650,5.049371,8.015787,-0.306458,0.05276,0.313093,0.360524,21.627058
2799,1712,5.094861,8.082825,-0.179565,0.026646,0.335476,0.3909,21.63294
2809,1743,5.176264,8.140285,-0.076614,0.009593,0.326949,0.415149,21.644707
2819,1727,5.291186,8.149862,-0.023942,0.006662,0.30057,0.430337,21.644707
2829,1766,5.327099,8.118738,-0.026336,0.025047,0.285115,0.427406,21.638824
2839,1725,5.365406,8.111555,-0.059855,0.058089,0.280052,0.410885,21.63294
2849,1794,5.363012,8.046912,-0.067038,0.087133,0.284848,0.389302,21.644707
2859,1974,5.315128,7.946355,-0.126893,0.109516,0.295507,0.367452,21.647648
2869,1793,5.238513,7.855376,-0.105345,0.131632,0.307231,0.35173,21.659412
2879,1855,5.200206,7.73806,-0.095768,0.153749,0.320554,0.338674,21.650589
2889,1878,5.159505,7.682993,-0.11971,0.166006,0.333078,0.336542,21.647648
2899,1808,5.12838,7.694964,-0.093374,0.175332,0.344536,0.341338,21.618235
2909,1787,5.116409,7.706935,-0.071826,0.185991,0.348533,0.347201,21.63294
2919,1754,5.200206,7.735666,-0.11971,0.195051,0.353063,0.351198,21.644707
2929,1733,5.291186,7.726089,-0.07422,0.206242,0.366652,0.354662,21.641766
2939,1724,5.389348,7.702147,-0.086191,0.227559,0.391433,0.353063,21.644707
2949,1742,5.480328,7.661446,-0.086191,0.257936,0.431403,0.355461,21.641766
2959,1782,5.542577,7.639898,-0.158017,0.311228,0.477501,0.351997,21.644707
2969,1811,5.583278,7.632715,-0.169988,0.350132,0.533724,0.356793,21.644707
2979,1775,5.640739,7.613562,-0.201113,0.390101,0.579289,0.362922,21.638824
2989,1830,5.635951,7.580042,-0.23942,0.428472,0.615795,0.372781,21.647648
2999,1789,5.693412,7.582437,-0.265756,0.444726,0.641642,0.3917,21.659412
3009,1358,5.796362,7.536947,-0.323217,0.432735,0.666156,0.413283,21.662354
3019,2965,5.98311,7.510611,-0.356736,0.3917,0.694401,0.429005,21.668236
3029,4095,6.153099,7.505822,-0.423774,0.340006,0.727443,0.436466,21.659412
3039,4095,6.291962,7.491457,-0.543484,0.290711,0.763415,0.435666,21.671177
3049,1840,6.426037,7.455544,-0.636858,0.244346,0.793792,0.424475,21.665295
3059,1585,6.560112,7.417237,-0.679953,0.201179,0.811112,0.400227,21.656471
3069,1929,6.588843,7.331046,-0.718261,0.166806,0.811378,0.366652,21.656471
3079,1856,6.593631,7.208941,-0.797269,0.125237,0.803651,0.330147,21.641766
3089,1901,6.519411,6.981492,-0.76375,0.056757,0.794325,0.294175,21.668236
3099,2000,6.414066,6.739678,-0.596156,-0.033574,0.780735,0.258469,21.668236
3109,1763,6.294356,6.53617,-0.469264,-0.132965,0.779403,0.219565,21.656471
3119,1923,6.253655,6.430826,-0.395043,-0.225161,0.815375,0.183593,21.647648
3129,1958,6.296751,6.457162,-0.23942,-0.312294,0.888119,0.167338,21.644707
3139,1969,6.390124,6.59842,-0.100556,-0.397029,0.973654,0.182793,21.659412
3149,2032,6.562507,6.897695,-0.071826,-0.486827,1.060787,0.238217,21.677059
3159,2084,6.691794,6.969521,0.114922,-0.567565,1.124738,0.321087,21.677059
3169,2098,6.782773,6.943185,0.287304,-0.576358,1.121008,0.351997,21.662354
3179,2192,6.871359,6.931214,0.509965,-0.533991,1.061054,0.319222,21.659412
3189,2255,6.897695,6.876147,0.746991,-0.475902,0.964861,0.232089,21.682941
3199,2036,6.868965,6.840234,0.957681,-0.446058,0.886521,0.131632,21.671177
3209,2160,6.725313,6.804321,1.154005,-0.459381,0.850015,0.067681,21.662354
3219,2278,6.505046,6.773197,1.268927,-0.500683,0.830031,0.043167,21.665295
3229,2320,6.260838,6.777985,1.33357,-0.54758,0.823636,0.05276,21.650589
3239,2333,6.030994,6.782773,1.362301,-0.568364,0.819639,0.065283,21.668236
3249,2421,5.899313,6.849811,1.369483,-0.537721,0.824701,0.065017,21.656471
3259,2432,5.781997,6.967127,1.278504,-0.474303,0.859874,0.057023,21.656471
3269,2448,5.707777,7.000646,1.283292,-0.398894,0.927556,0.047697,21.677059
3279,2510,5.712565,7.029376,1.381454,-0.336276,1.007761,0.032508,21.677059
3289,2559,5.784391,6.962338,1.503559,-0.307764,1.084769,0.005862,21.68
3299,2320,5.896919,6.888118,1.716643,-0.314426,1.14792,-0.041035,21.685883
3309,2097,5.973533,6.773197,1.893813,-0.341338,1.194018,-0.10019,21.691765
3319,1997,5.980716,6.706159,2.087744,-0.370916,1.225994,-0.156147,21.694706
3330,1902,5.93762,6.636727,2.20506,-0.384505,1.23985,-0.18306,21.682941
3340,1834,5.875371,6.528988,2.293645,-0.387703,1.239583,-0.192119,21.688824
3350,1762,5.781997,6.370971,2.281674,-0.398628,1.227326,-0.196649,21.671177
3360,1785,5.65271,6.26802,2.276886,-0.439397,1.212671,-0.200646,21.68
3370,1707,5.513846,6.210559,2.272097,-0.533458,1.186824,-0.199847,21.688824
3380,1808,5.370194,6.196194,2.255338,-0.694401,1.146055,-0.196649,21.682941
3390,1776,5.207389,6.210559,2.300828,-0.898778,1.09223,-0.192386,21.688824
3400,1717,5.020641,6.224925,2.351106,-1.118876,1.023216,-0.189455,21.691765
3410,1747,4.84347,6.224925,2.477999,-1.330447,0.937149,-0.196116,21.685883
3420,1781,4.711789,6.220136,2.657564,-1.513773,0.83536,-0.202245,21.677059
3430,1781,4.666299,6.189012,2.887407,-1.653933,0.721047,-0.199314,21.685883
3440,1854,4.644751,6.282385,3.126827,-1.769044,0.594211,-0.177198,21.685883
3450,1774,4.673482,6.402095,3.394978,-1.881492,0.461779,-0.140959,21.691765
3460,1823,4.802769,6.524199,3.70383,-1.980882,0.332812,-0.100989,21.68
3470,1783,4.979939,6.653487,3.993528,-2.053626,0.220897,-0.074077,21.668236
3480,1815,5.190629,6.751649,4.343082,-2.089332,0.146288,-0.071945,21.677059
3490,1819,5.360618,6.856994,4.697424,-2.085602,0.104453,-0.102322,21.68
3500,1841,5.499481,6.991069,5.090073,-2.030444,0.093795,-0.145489,21.688824
3510,1816,5.621585,7.120356,5.451597,-1.921194,0.098858,-0.205176,21.68
3520,1877,5.738902,7.321469,5.762844,-1.754389,0.128968,-0.269127,21.700588
3530,1871,5.887342,7.603985,6.064513,-1.597176,0.171868,-0.310429,21.694706
3540,1839,6.066907,7.898471,6.349423,-1.458882,0.211305,-0.313093,21.68
3550,1837,6.234501,8.121132,6.710948,-1.312328,0.26593,-0.263265,21.688824
3560,1845,6.421249,8.192958,7.082048,-1.112747,0.323485,-0.155081,21.697647
3570,1841,6.627151,8.101978,7.410054,-0.849216,0.367452,-0.011191,21.700588
3580,1817,6.742072,7.762002,7.577648,-0.543317,0.365054,0.139093,21.709412
3590,1910,6.703765,7.371747,7.469909,-0.234753,0.289645,0.256337,21.700588
3600,1921,6.572083,7.098808,7.096414,-0.002665,0.201712,0.410086,21.694706
3610,1841,6.459556,6.658275,6.758832,0.135363,0.118309,0.575293,21.68
3620,1867,6.335058,6.253655,6.397307,0.186257,0.01732,0.693602,21.68
3630,1922,6.351817,5.95438,6.076484,0.14762,-0.056224,0.748493,21.682941
3640,1955,6.397307,5.741296,5.966351,0.041035,-0.101522,0.749825,21.688824
3650,1855,6.43322,5.600038,5.98311,-0.093528,-0.151084,0.694668,21.685883
3660,1923,6.526594,5.432444,6.071695,-0.227825,-0.22223,0.588882,21.677059
3670,1961,6.612785,5.434838,6.22253,-0.333877,-0.317357,0.433534,21.691765
3680,2062,6.730101,5.506664,6.406884,-0.409553,-0.433801,0.2606,21.700588
3690,2110,6.871359,5.633556,6.521805,-0.435133,-0.553709,0.106052,21.712353
3700,2114,6.98628,5.851429,6.469133,-0.398894,-0.637645,0.010658,21.724117
3710,2086,7.029376,6.035782,6.265626,-0.31256,-0.642974,-0.00906,21.697647
3720,1919,6.967127,6.117185,6.019023,-0.201979,-0.572095,0.037038,21.712353
3730,1936,6.770802,6.114791,5.822699,-0.095127,-0.472971,0.115112,21.697647
3740,1852,6.53617,6.0286,5.707777,-0.017853,-0.402625,0.191587,21.685883
3750,1862,6.270414,5.89213,5.588067,0.011191,-0.396496,0.237685,21.697647
3760,1936,6.002264,5.762844,5.477933,-0.000266,-0.454319,0.242481,21.685883
3770,1951,5.851429,5.600038,5.408502,-0.037838,-0.558772,0.215302,21.712353
3780,1933,5.849035,5.485116,5.430049,-0.075675,-0.689871,0.143357,21.709412
3790,1751,5.968745,5.427655,5.401319,-0.118842,-0.814842,0.042368,21.70647
3800,1818,6.208165,5.485116,5.32231,-0.173201,-0.892383,-0.054358,21.697647
3810,1888,6.421249,5.516241,5.188235,-0.237152,-0.896113,-0.116977,21.703529
3820,1533,6.562507,5.477933,5.073313,-0.302968,-0.822037,-0.142291,21.70647
3830,1861,6.560112,5.44202,4.857835,-0.374646,-0.683743,-0.113247,21.712353
3840,4095,6.452374,5.317522,4.668694,-0.463645,-0.511342,-0.033041,21.718235
3850,4095,6.270414,5.154716,4.546589,-0.571296,-0.350665,0.053825,21.721176
3860,3135,6.098032,5.001487,4.537012,-0.704793,-0.22223,0.111648,21.70647
3870,1329,5.930438,4.960786,4.58729,-0.869467,-0.129767,0.12657,21.727058
3880,1827,5.813122,5.00867,4.697424,-1.063985,-0.062352,0.093262,21.721176
3890,1817,5.710171,5.154716,4.817134,-1.263832,0,0.02558,21.712353
3900,1825,5.602432,5.379771,4.955997,-1.430104,0.070346,-0.049828,21.712353
3910,1763,5.501875,5.681441,5.224148,-1.527097,0.13856,-0.118576,21.718235
3920,1808,5.343858,6.071695,5.492299,-1.537755,0.192652,-0.16947,21.73
3930,1790,5.118803,6.43322,5.779603,-1.472472,0.227825,-0.208907,21.70647
3940,1854,4.920084,6.696582,6.026206,-1.338974,0.23049,-0.25687,21.724117
3950,1823,4.742914,6.888118,6.260838,-1.14872,0.18306,-0.316291,21.70647
3960,1904,4.635174,7.012617,6.50744,-0.915832,0.091663,-0.388769,21.718235
3970,1797,4.654328,7.060501,6.682217,-0.655498,-0.021051,-0.47457,21.697647
3980,1947,4.824317,7.055712,6.828263,-0.371449,-0.119375,-0.547847,21.712353
3990,1878,5.118803,6.98628,6.907272,-0.085268,-0.175865,-0.589681,21.70647
4000,1870,5.439626,6.878541,6.847417,0.165473,-0.174,-0.590481,21.709412
4010,1936,5.686229,6.646304,6.749255,0.368251,-0.114845,-0.556907,21.718235
4020,1882,5.779603,6.335058,6.531382,0.519335,-0.021317,-0.506279,21.724117
4030,2013,5.726931,5.973533,6.227319,0.617926,0.079939,-0.452453,21.73
4040,2078,5.65271,5.667076,5.942409,0.663758,0.176398,-0.399161,21.712353
4050,2073,5.621585,5.470751,5.705383,0.657896,0.270459,-0.32615,21.721176
4060,2118,5.6982,5.3678,5.647922,0.610732,0.358658,-0.239816,21.73
4070,2174,5.81791,5.363012,5.724536,0.539054,0.44366,-0.150818,21.724117
4080,2266,5.8634,5.351041,5.844246,0.452187,0.513207,-0.071678,21.73
4090,2202,5.839458,5.379771,6.040571,0.354395,0.53106,-0.018652,21.724117
4100,2224,5.808333,5.449203,6.212954,0.248077,0.48656,0.015188,21.715294
4110,2199,5.762844,5.523423,6.332664,0.132432,0.388502,0.045032,21.709412
4120,2081,5.676652,5.580884,6.347029,0.007461,0.262732,0.07834,21.727058
4130,1919,5.583278,5.597643,6.256049,-0.123372,0.136162,0.105519,21.715294
4140,1813,5.501875,5.559336,6.143522,-0.25687,0.029577,0.117776,21.724117
4150,1742,5.372589,5.516241,6.047753,-0.380775,-0.050894,0.109783,21.724117
4160,1727,5.286397,5.535394,6.01184,-0.484429,-0.112447,0.090597,21.721176
4170,1713,5.284003,5.568913,5.999869,-0.571828,-0.150285,0.070346,21.735882
4180,1646,5.319916,5.621585,6.047753,-0.644839,-0.163608,0.064217,21.73
4190,1638,5.312734,5.671864,6.160281,-0.701596,-0.16574,0.071412,21.73
4200,1682,5.346252,5.693412,6.234501,-0.742897,-0.169737,0.090597,21.724117
4210,1680,5.303157,5.707777,6.335058,-0.762882,-0.180662,0.112447,21.709412
4220,1791,5.269638,5.640739,6.40449,-0.762349,-0.199314,0.125237,21.727058
4230,1744,5.193024,5.583278,6.392519,-0.747161,-0.228625,0.118576,21.738823
4240,1778,5.070919,5.523423,6.327875,-0.718383,-0.251008,0.088199,21.732941
4250,1763,4.912902,5.537788,6.227319,-0.681078,-0.253672,0.045032,21.70647
4260,1757,4.836287,5.556942,6.205771,-0.621124,-0.225161,0.006129,21.718235
4270,1882,4.697424,5.676652,6.256049,-0.543051,-0.184925,-0.020251,21.70647
4280,1851,4.575319,5.882554,6.248867,-0.470839,-0.159877,-0.018919,21.718235
4290,1859,4.496311,6.045359,6.174646,-0.406888,-0.140959,0.016254,21.73
4300,1862,4.446033,6.145916,6.172252,-0.353329,-0.120175,0.072744,21.732941
4310,1825,4.548983,6.1938,6.208165,-0.278986,-0.091397,0.128168,21.738823
4320,1905,4.685453,6.184223,6.277597,-0.171602,-0.052227,0.167605,21.735882
4330,1887,4.853047,6.150704,6.335058,-0.040502,-0.00826,0.193718,21.735882
4340,1936,4.979939,6.088455,6.349423,0.108983,0.031975,0.215835,21.73
4350,1889,5.102044,5.968745,6.315904,0.263265,0.063152,0.24781,21.741764
4360,1957,5.204995,5.813122,6.210559,0.409553,0.08207,0.288312,21.741764
4370,1945,5.291186,5.676652,6.069301,0.531593,0.082337,0.331746,21.744705
4380,1904,5.365406,5.564125,5.923255,0.609133,0.066349,0.375446,21.738823
4390,1957,5.470751,5.451597,5.846641,0.626453,0.038637,0.416214,21.735882
4400,1961,5.592855,5.374983,5.820304,0.592613,-0.009326,0.443394,21.73
4410,1959,5.765238,5.300763,5.755661,0.532658,-0.053825,0.462579,21.747646
4420,2017,6.016629,5.214571,5.664681,0.455118,-0.086334,0.468441,21.753529
4430,2219,6.244078,5.075707,5.643134,0.368784,-0.105253,0.446058,21.747646
4440,2135,6.409278,4.951209,5.576096,0.295507,-0.112714,0.40076,21.735882
4450,2222,6.502652,4.88896,5.554548,0.238217,-0.120708,0.35253,21.741764
4460,2366,6.569689,4.781221,5.463568,0.194784,-0.124704,0.300037,21.732941
4470,2278,6.629545,4.714183,5.377377,0.158545,-0.119109,0.233155,21.732941
4480,2105,6.636727,4.668694,5.26485,0.113779,-0.105253,0.159611,21.741764
4490,2029,6.58166,4.644751,5.195418,0.054358,-0.088998,0.087133,21.747646
4500,2011,6.493075,4.692636,5.12838,-0.025847,-0.072744,0.02638,21.738823
4510,2035,6.380548,4.730943,5.12838,-0.116444,-0.063418,-0.018119,21.747646
4520,1966,6.311116,4.812346,5.185841,-0.20864,-0.062619,-0.049029,21.759411
4530,1990,6.323087,4.893748,5.341464,-0.292842,-0.078074,-0.065017,21.735882
4540,2083,6.373365,4.99191,5.528212,-0.35253,-0.10392,-0.072211,21.735882
4550,2032,6.457162,5.099649,5.674258,-0.38264,-0.132165,-0.074609,21.741764
4560,2089,6.528988,5.118803,5.753267,-0.370116,-0.151351,-0.071145,21.738823
4570,2127,6.519411,5.092467,5.777209,-0.301902,-0.148953,-0.082603,21.744705
4580,1958,6.426037,5.023035,5.724536,-0.194784,-0.13483,-0.099923,21.747646
4590,1734,6.311116,4.975151,5.549759,-0.063152,-0.10925,-0.114845,21.765295
4600,3618,6.215348,5.00867,5.422867,0.059155,-0.083669,-0.110582,21.741764
4610,4095,6.1938,5.085284,5.343858,0.136429,-0.063685,-0.084735,21.724117
4620,4095,6.200983,5.104438,5.300763,0.150018,-0.059421,-0.05196,21.732941
4630,1844,6.136339,5.070919,5.267244,0.114046,-0.082603,-0.035972,21.738823
4640,1911,5.999869,4.977545,5.228937,0.049296,-0.129234,-0.055158,21.753529
4650,2065,5.846641,4.862624,5.17387,-0.023449,-0.181994,-0.118043,21.750587
4660,2095,5.750873,4.860229,5.224148,-0.094328,-0.219832,-0.207041,21.727058
4670,2098,5.762844,4.91769,5.343858,-0.154548,-0.244879,-0.29604,21.747646
4680,2058,5.81791,5.097255,5.533,-0.199847,-0.266196,-0.361856,21.732941
4690,2083,5.959168,5.262455,5.77242,-0.237951,-0.299504,-0.386371,21.738823
4700,2112,6.098032,5.351041,5.963956,-0.245945,-0.334144,-0.380242,21.747646
4710,2144,6.1938,5.334281,6.040571,-0.210772,-0.351464,-0.363988,21.75647
4720,2112,6.177041,5.262455,5.904101,-0.133764,-0.335743,-0.346135,21.75647
4730,2107,6.093243,5.161899,5.762844,-0.037838,-0.287513,-0.329348,21.741764
4740,2207,5.966351,5.121197,5.65271,0.049296,-0.234221,-0.30883,21.750587
4750,2179,5.846641,5.147533,5.592855,0.10019,-0.200646,-0.280851,21.732941
4760,2163,5.767632,5.159505,5.60722,0.105519,-0.192386,-0.242481,21.738823
4770,2224,5.767632,5.236119,5.659893,0.067948,-0.206242,-0.197982,21.741764
4780,2266,5.808333,5.324705,5.767632,0.006928,-0.231023,-0.156413,21.744705
4790,2263,5.894525,5.334281,5.837064,-0.059421,-0.257936,-0.131899,21.741764
4800,2265,5.951985,5.324705,5.89213,-0.112714,-0.27792,-0.127902,21.738823
4810,2349,5.990293,5.300763,5.896919,-0.133764,-0.284315,-0.144956,21.759411
4820,2401,6.01184,5.312734,5.861006,-0.120974,-0.276855,-0.168138,21.73
4830,2406,6.0286,5.403713,5.815516,-0.080472,-0.256337,-0.176665,21.747646
4840,2465,6.014235,5.528212,5.750873,-0.030377,-0.217966,-0.156147,21.753529
4850,2448,6.004658,5.628768,5.683835,0.020518,-0.165207,-0.10472,21.765295
4860,2436,6.069301,5.726931,5.664681,0.071678,-0.102588,-0.035173,21.771177
4870,2447,6.052542,5.741296,5.62398,0.127369,-0.044233,0.03464,21.780001
4880,2279,5.975927,5.722142,5.511452,0.188922,0.010126,0.083669,21.753529
4890,2063,5.820304,5.631162,5.336676,0.257136,0.065283,0.102588,21.753529
4900,1902,5.659893,5.583278,5.106832,0.317623,0.128701,0.089798,21.750587
4910,1883,5.568913,5.588067,4.99191,0.350398,0.199847,0.063951,21.762352
4920,1809,5.573701,5.664681,5.030218,0.351198,0.255804,0.046098,21.744705
4930,1712,5.702989,5.750873,5.181053,0.328015,0.288046,0.03464,21.759411
4940,1682,5.916072,5.781997,5.272032,0.301902,0.308031,0.021317,21.774118
4950,1724,6.081272,5.803545,5.389348,0.289911,0.329348,0.00373,21.765295
4960,1718,6.179435,5.779603,5.463568,0.299504,0.348533,-0.020251,21.759411
4970,1693,6.1938,5.755661,5.533,0.330946,0.351997,-0.049296,21.762352
4980,1739,6.1938,5.722142,5.590461,0.373847,0.336542,-0.078873,21.75647
4990,1865,6.217742,5.717354,5.621585,0.413283,0.297905,-0.095926,21.750587
5000,1685,6.289568,5.693412,5.597643,0.449522,0.255538,-0.100456,21.765295
5010,1667,6.330269,5.621585,5.516241,0.478833,0.232089,-0.102055,21.774118
5020,1750,6.373365,5.571307,5.410896,0.493489,0.236352,-0.101789,21.765295
5030,1731,6.430826,5.492299,5.305551,0.487893,0.256603,-0.099923,21.782942
5040,1758,6.445191,5.439626,5.274426,0.457783,0.273391,-0.106319,21.774118
5050,1838,6.399701,5.425261,5.17387,0.40449,0.269394,-0.118309,21.753529
5060,1831,6.272809,5.422867,5.020641,0.325884,0.248343,-0.124172,21.762352
5070,1771,6.086061,5.477933,4.84347,0.22143,0.220364,-0.131899,21.774118
5080,1823,5.918467,5.619191,4.771644,0.089265,0.180928,-0.137228,21.774118
5090,1808,5.796362,5.813122,4.74052,-0.062885,0.121507,-0.140426,21.765295
5100,1809,5.686229,6.035782,4.711789,-0.202778,0.059421,-0.136962,21.747646
5110,1826,5.552154,6.248867,4.783615,-0.301369,0.007461,-0.125504,21.753529
5120,1868,5.456386,6.471527,4.824317,-0.362922,-0.040769,-0.10845,21.735882
5130,1855,5.401319,6.701371,4.960786,-0.402625,-0.084469,-0.100456,21.741764
5140,1802,5.408502,6.873753,5.159505,-0.405556,-0.128701,-0.110582,21.75647
5150,1811,5.465962,7.005434,5.363012,-0.36079,-0.174,-0.140159,21.75647
5160,1840,5.497087,7.110779,5.564125,-0.2614,-0.223296,-0.184658,21.762352
5170,1802,5.346252,7.108385,5.57849,-0.117776,-0.26966,-0.223562,21.771177
5180,1816,5.118803,6.976704,5.516241,0.050894,-0.327482,-0.242747,21.768236
5190,1831,4.958392,6.785168,5.437232,0.234487,-0.403957,-0.228358,21.762352
5200,1831,4.999093,6.567295,5.341464,0.406622,-0.478567,-0.175865,21.768236
5210,1936,5.169082,6.308722,5.252879,0.538787,-0.537188,-0.098591,21.780001
5220,1937,5.403713,5.963956,5.193024,0.628585,-0.572095,-0.025847,21.768236
5230,1990,5.521029,5.638345,5.056554,0.691204,-0.584885,0.022916,21.759411
5240,2064,5.583278,5.329493,4.879383,0.71785,-0.574227,0.054092,21.75647
5250,2096,5.612009,5.135562,4.692636,0.686674,-0.552643,0.075142,21.768236
5260,1956,5.614403,5.020641,4.572925,0.60487,-0.529461,0.090064,21.759411
5270,1881,5.655105,4.977545,4.486734,0.467642,-0.492423,0.109516,21.768236
5280,1876,5.6982,4.955997,4.481946,0.301902,-0.443926,0.129767,21.762352
5290,1744,5.700594,4.977545,4.537012,0.140692,-0.385838,0.140426,21.759411
5300,1712,5.683835,5.05416,4.608838,-0.004263,-0.322953,0.137495,21.780001
5310,1843,5.621585,5.164293,4.580108,-0.124172,-0.253939,0.1311,21.765295
5320,1825,5.559336,5.348647,4.580108,-0.214502,-0.170802,0.134031,21.768236
5330,1791,5.50427,5.549759,4.608838,-0.281384,-0.083403,0.154015,21.774118
5340,1939,5.468357,5.793968,4.709395,-0.323219,0.008793,0.193718,21.771177
