time_ms, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp_C
853,1595,0.7183,8.0948,0.759,-0.4266,0.5305,0.1167,25.62
863,1737,0.9385,8.5617,1.4629,-0.5449,0.4988,0.0855,25.61
873,1741,1.0606,9.3254,2.1069,-0.5004,0.5249,0.0432,25.62
883,1822,1.0798,10.0413,2.1141,-0.368,0.586,0.0285,25.63
893,1855,1.3192,10.4387,1.8627,-0.2441,0.582,0.0322,25.63
903,1858,1.5802,10.5417,1.8818,-0.0693,0.4924,0.0386,25.62
913,1750,1.6257,10.5608,1.8292,0.1673,0.3166,0.0466,25.61
923,1662,1.3024,10.4914,1.1708,0.3728,0.1183,0.0703,25.62
933,1602,0.6991,10.2927,0.3663,0.4823,0.029,0.1015,25.64
943,1599,0.2538,9.9623,-0.0263,0.5236,0.0709,0.113,25.64
953,1604,0.1149,9.742,0.067,0.5297,0.1511,0.0874,25.64
963,1641,0.0503,9.7492,0.1963,0.5135,0.219,0.0616,25.65
973,1629,0.0192,9.9311,0.395,0.5079,0.2558,0.0469,25.64
983,1650,-0.0622,10.386,0.4956,0.5287,0.2617,0.0368,25.64
993,1683,-0.1053,10.963,0.3783,0.4988,0.2529,0.0189,25.64
1003,1674,0.0407,11.3581,0.5148,0.2726,0.2321,0.0024,25.64
1013,1449,0.4645,11.2815,1.4126,-0.0957,0.198,-0.016,25.63
1023,1403,1.0678,10.8697,3.1795,-0.4032,0.1428,-0.0674,25.65
1033,3583,1.5107,10.5417,4.9273,-0.5404,0.0783,-0.1154,25.64
1043,4095,1.9249,10.4028,6.0382,-0.6542,0.0546,-0.1644,25.64
1053,3895,1.9872,10.4172,6.9001,-0.8404,-0.0005,-0.2438,25.66
1063,1010,1.9585,10.6853,7.4172,-1.0211,-0.0749,-0.2942,25.67
1073,1535,1.8627,11.0157,7.525,-1.0643,-0.1018,-0.2713,25.66
1083,1659,1.7047,11.2934,7.2185,-0.9012,-0.0602,-0.1833,25.65
1093,1488,1.3982,11.2671,6.7157,-0.586,0.0474,-0.0613,25.64
1103,1535,0.8667,11.0732,6.2728,-0.1204,0.2041,0.0738,25.66
1113,1619,0.0982,10.5967,5.8035,0.4447,0.3488,0.2065,25.65
1123,1694,-0.7135,9.7372,5.1068,1.0214,0.4607,0.3507,25.66
1133,1681,-1.3144,8.4898,3.9911,1.5271,0.5636,0.458,25.65
1143,1703,-2.0207,7.2592,2.6456,1.8658,0.7163,0.4767,25.66
1153,1714,-2.5091,6.0573,1.1325,1.9204,0.9212,0.4724,25.67
1163,1776,-2.6791,5.0949,-0.1915,1.5889,1.1868,0.3917,25.67
1173,1827,-2.5067,4.4819,-0.2394,0.9185,1.4429,0.324,25.66
1183,1857,-1.7813,4.4412,0.984,0.1791,1.5372,0.2625,25.66
1193,1808,-0.5483,5.0925,2.0399,-0.5063,1.4485,0.1828,25.68
1203,1893,0.747,6.043,2.7054,-1.2244,1.3379,0.052,25.7
1213,1886,1.9896,7.3789,3.0981,-1.8719,1.238,-0.0853,25.71
1223,1897,3.0287,9.0573,3.5937,-2.3033,1.1698,-0.2105,25.68
1227,1904,3.3543,9.7492,3.8259,-2.4054,1.1413,-0.2417,25.68
1237,1914,3.8283,11.4203,4.7788,-2.4664,1.0435,-0.2289,25.68
1247,1935,4.1348,12.7324,5.7102,-2.2436,0.8921,-0.0695,25.67
1257,2019,4.0534,13.4865,6.5745,-1.7621,0.6848,0.1679,25.68
1267,2078,3.644,13.465,6.8905,-1.0728,0.4375,0.4149,25.68
1277,2111,2.8491,12.9191,6.7277,-0.2547,0.1676,0.5934,25.69
1287,2167,1.6807,12.0596,6.1746,0.6291,-0.1005,0.7261,25.69
1297,2203,0.5339,10.8577,5.2002,1.4706,-0.3091,0.8084,25.69
1307,2167,-0.4094,9.426,3.7828,2.1242,-0.3986,0.7597,25.68
1317,2112,-1.2665,8.0038,2.1787,2.4752,-0.2926,0.5788,25.69
1327,1998,-1.9561,6.7229,0.5722,2.5002,-0.0288,0.3341,25.7
1337,1945,-2.399,5.7652,-1.0606,2.1813,0.3616,0.0573,25.71
1347,1865,-2.3583,5.0589,-1.9489,1.6188,0.8399,-0.1255,25.7
1357,1799,-1.6376,4.628,-1.8723,0.9939,1.1847,-0.1844,25.69
1367,1807,-0.4764,4.5179,-1.3144,0.3691,1.2806,-0.1785,25.69
1377,1797,0.7398,4.8339,-0.4214,-0.2419,1.0922,-0.1556,25.69
1387,1814,1.5993,5.4636,0.3998,-0.7552,0.7077,-0.0925,25.7
1397,1797,2.1404,6.1746,0.9313,-1.1263,0.2494,-0.0035,25.72
1407,1810,2.2482,6.9911,1.2091,-1.3123,-0.1346,0.0831,25.71
1417,1838,2.047,7.7955,1.415,-1.2788,-0.373,0.1498,25.72
1427,1778,1.6352,8.5976,1.6137,-1.0725,-0.4477,0.1876,25.73
1437,1856,1.1229,9.3087,1.8842,-0.74,-0.4104,0.2262,25.7
1447,1870,0.644,9.7779,2.2338,-0.3158,-0.311,0.2673,25.7
1457,1909,0.2682,9.8186,2.308,0.1394,-0.2057,0.3056,25.7
1467,1933,0.1365,9.4236,2.2577,0.5241,-0.1591,0.3248,25.69
1477,1927,0.0838,8.9615,1.9848,0.8167,-0.2126,0.3083,25.7
1487,1987,0.0215,8.5018,1.3958,0.947,-0.3168,0.2388,25.71
1497,1936,-0.0431,8.1283,0.7374,0.8676,-0.4048,0.1311,25.72
1507,1981,-0.091,7.9392,0.2658,0.619,-0.4266,0.0226,25.7
1517,1957,-0.0718,8.0278,0.2825,0.291,-0.3792,-0.0533,25.71
1527,1910,0.0551,8.3246,0.7159,0.0184,-0.308,-0.0807,25.72
1537,1984,0.1891,8.7197,1.2905,-0.0882,-0.2454,-0.0725,25.72
1547,2001,0.261,9.0956,1.5538,-0.0195,-0.1913,-0.0117,25.69
1557,1981,0.261,9.3182,1.3862,0.1548,-0.1431,0.0917,25.7
1567,1959,0.2131,9.4763,1.0582,0.3413,-0.1252,0.21,25.7
1577,1990,0.182,9.6798,0.6081,0.4855,-0.15,0.3214,25.71
1587,2095,0.2873,9.8114,0.1413,0.5263,-0.2017,0.3717,25.71
1597,2147,0.2753,10.1251,-0.0239,0.4714,-0.2521,0.3118,25.71
1607,2224,0.237,10.3262,-0.0359,0.388,-0.2382,0.2278,25.71
1617,2293,0.316,10.3094,0.158,0.2667,-0.1623,0.121,25.72
1621,2277,0.3687,10.3118,0.2705,0.2196,-0.1228,0.0722,25.72
1631,2268,0.4693,10.3813,0.6273,0.1482,-0.0181,-0.0472,25.72
1641,2147,0.6752,10.4267,0.7494,0.146,0.0871,-0.1431,25.73
1651,2031,1.2163,10.5225,0.6728,0.2036,0.1665,-0.203,25.73
1661,1923,1.9465,10.8266,0.3711,0.2326,0.186,-0.2222,25.73
1671,1925,2.7845,11.4179,0.4429,0.1354,0.0658,-0.1927,25.74
1681,1971,3.4189,12.1482,1.2737,-0.138,-0.2332,-0.1396,25.74
1691,1903,3.7757,12.8162,3.3208,-0.4604,-0.6851,-0.0373,25.72
1701,1936,3.6847,13.2663,5.7628,-0.6161,-1.1626,0.0959,25.73
1711,1915,3.213,13.6661,7.7764,-0.5801,-1.4341,0.2233,25.73
1721,1919,2.715,13.7212,8.9591,-0.474,-1.3723,0.2886,25.74
1731,1862,2.2027,13.3501,9.5792,-0.3597,-1.0003,0.2539,25.74
1741,1708,2.0351,13.0843,10.0365,-0.1612,-0.5185,0.1132,25.74
1751,1610,2.0853,12.9574,9.8569,0.3174,-0.0645,-0.032,25.73
1761,3751,2.0853,12.4139,8.5066,1.0126,0.1887,-0.2081,25.75
1771,4095,2.0518,11.3485,6.043,1.7091,0.1966,-0.3861,25.73
1781,4095,1.9273,9.754,2.9042,2.2372,-0.004,-0.5348,25.73
1791,1599,1.8364,7.6423,-0.091,2.492,-0.2771,-0.6291,25.74
1801,1831,1.3695,5.9903,-2.4828,2.3747,-0.6113,-0.6126,25.75
1811,2021,1.2306,4.5945,-3.8235,1.8237,-1.0669,-0.4415,25.74
1821,1977,1.2594,3.5721,-3.6296,0.9697,-1.61,-0.3006,25.74
1831,1925,0.9625,3.4405,-2.2673,-0.0184,-2.1344,-0.1668,25.73
1841,1864,0.498,3.9504,-0.3687,-0.9995,-2.4712,-0.0037,25.74
1851,1886,-0.1125,4.9368,1.391,-1.8253,-2.4752,0.1346,25.75
1861,1926,-0.8547,6.4667,2.7557,-2.3118,-2.1256,0.2246,25.74
1871,1935,-1.3575,8.8825,3.6536,-2.4893,-1.4613,0.2862,25.74
1881,1978,-1.3336,11.3533,4.0318,-2.3321,-0.7304,0.2582,25.74
1891,2033,-0.8739,13.1226,4.5346,-1.9774,-0.1428,0.1303,25.74
1901,2036,-0.1867,13.8241,5.3367,-1.3694,0.1452,-0.0762,25.76
1911,2057,0.3879,13.465,5.8227,-0.5124,0.1476,-0.2952,25.75
1921,2128,0.7638,12.4858,5.4277,0.4112,0.0155,-0.4554,25.75
1931,2113,1.0343,11.1402,4.1587,1.2201,-0.1124,-0.5281,25.76
1941,2115,1.3455,9.4284,2.4229,1.8202,-0.1761,-0.551,25.78
1951,2090,1.5921,7.6399,0.4166,2.1562,-0.1212,-0.5825,25.77
1961,2110,1.7406,6.177,-1.154,2.2039,-0.0099,-0.5236,25.79
1971,2124,2.1596,4.798,-2.2817,1.975,0.0648,-0.4135,25.79
1981,2149,2.6767,3.7876,-2.6576,1.5274,0.049,-0.3067,25.77
1991,2166,3.1412,3.2896,-2.3152,0.9499,-0.0895,-0.1695,25.78
2001,2129,3.2681,3.5075,-1.403,0.3131,-0.3797,-0.0301,25.77
2011,2143,2.885,4.0845,-0.6105,-0.2838,-0.72,0.1069,25.78
2015,2146,2.6959,4.3191,-0.3711,-0.5055,-0.8466,0.1487,25.78
2025,2108,1.9992,5.1188,0.1772,-0.9931,-1.088,0.214,25.77
2035,2082,1.2881,6.0789,0.3735,-1.3379,-1.1786,0.2278,25.78
2045,1979,0.5483,7.0294,0.4334,-1.5513,-1.0725,0.1772,25.77
2055,1882,-0.1413,8.0948,0.68,-1.611,-0.7933,0.1007,25.79
2065,1818,-0.5411,9.1387,1.1085,-1.4994,-0.4277,0.0317,25.79
2075,1737,-0.6033,10.0126,1.47,-1.2185,-0.0608,-0.0208,25.77
2085,1683,-0.2993,10.4818,1.7071,-0.8412,0.2268,-0.0621,25.77
2095,1642,0.1604,10.5465,1.8196,-0.4128,0.4069,-0.0973,25.78
2105,1659,0.6201,10.2208,1.7765,0.0104,0.4876,-0.1127,25.78
2115,1718,0.9864,9.7061,1.506,0.384,0.5108,-0.1098,25.79
2125,1559,1.2282,9.1291,1.0056,0.6787,0.5193,-0.0919,25.79
2135,1574,1.3838,8.5736,0.3711,0.8716,0.5383,-0.0719,25.79
2145,1638,1.4844,8.1259,-0.2945,0.9542,0.5612,-0.0472,25.78
2155,1661,1.5443,7.8458,-0.9553,0.9238,0.5737,-0.0248,25.78
2165,1619,1.5754,7.8219,-1.3934,0.7618,0.5452,-0.0083,25.79
2175,1667,1.5251,8.0134,-1.3815,0.4855,0.4434,0.0069,25.8
2185,1647,1.2498,8.6814,-0.8835,0.2204,0.2974,0.0123,25.79
2195,1680,0.9074,9.2991,-0.5004,0.029,0.1916,0.0115,25.79
2205,1628,0.7111,9.7971,-0.17,-0.1529,0.1276,-0.0035,25.8
2215,1710,0.7183,10.3046,0.1676,-0.3195,0.0786,-0.0354,25.79
2225,1687,0.6919,10.7524,0.5148,-0.4631,0.0386,-0.0749,25.8
2235,1683,0.6752,11.133,0.8787,-0.566,0.012,-0.1066,25.81
2245,1723,0.7877,11.4515,1.1708,-0.6134,0.0043,-0.1498,25.81
2255,1709,0.8164,11.8681,1.4581,-0.5716,0.0048,-0.1956,25.8
2265,1703,0.7494,12.141,1.4653,-0.4128,0.0189,-0.1985,25.8
2275,1715,0.7111,12.1266,1.1588,-0.1865,0.0482,-0.158,25.78
2285,1727,0.759,12.1362,0.4621,0.0674,0.1279,-0.1026,25.79
2295,1770,0.5483,12.4044,-0.091,0.2944,0.2372,-0.0645,25.79
2305,1856,0.1891,12.615,-0.3615,0.4181,0.3464,0.0013,25.79
2315,1921,0.3543,12.3804,-0.0814,0.3259,0.477,0.0682,25.8
2325,2034,0.7446,11.825,1.2234,0.0687,0.5985,0.0738,25.8
2335,2087,1.087,11.1235,3.0765,-0.2145,0.619,0.0389,25.78
2345,2096,1.154,10.5943,4.6711,-0.4274,0.5263,-0.0088,25.79
2355,2019,0.9337,10.0628,5.545,-0.615,0.3411,0.0019,25.8
2365,1845,0.6847,9.5217,5.9759,-0.7424,0.1796,0.0677,25.81
2375,1750,0.316,9.1147,6.1124,-0.821,0.04,0.1516,25.79
2385,1738,-0.1101,8.8131,5.8419,-0.8039,-0.04,0.2553,25.82
2395,1783,-0.5818,8.6622,5.0661,-0.6043,-0.0192,0.3837,25.82
2405,1756,-0.9242,8.5569,3.7589,-0.2489,0.146,0.5036,25.83
2409,1743,-1.0511,8.5186,3.1029,-0.0866,0.2534,0.5449,25.81
2419,1777,-1.2282,8.4683,1.5203,0.2862,0.6259,0.6219,25.81
2429,1841,-0.6632,8.509,0.3879,0.5281,1.0597,0.587,25.82
2439,1817,-0.1915,8.8155,0.4645,0.5961,1.3955,0.4151,25.81
2449,1803,0.5842,9.2368,1.0271,0.555,1.5537,0.2222,25.82
2459,1747,1.4892,9.912,1.8747,0.3669,1.5513,0.0139,25.83
2469,1424,2.6767,10.8936,2.4421,0.0117,1.4218,-0.1953,25.81
2479,2242,3.3662,12.2535,3.1915,-0.4671,1.2023,-0.3813,25.81
2489,4095,3.5554,13.6302,4.4077,-0.8231,0.8932,-0.3898,25.82
2499,4095,3.395,14.54,5.2457,-0.894,0.5982,-0.1817,25.83
2509,2289,3.2872,14.5376,5.3439,-0.7226,0.3938,0.145,25.83
2519,1390,3.1699,13.7236,5.1236,-0.3773,0.2356,0.4487,25.82
2529,1838,2.8683,12.6845,4.7501,0.1665,0.0381,0.6704,25.81
2539,1796,2.241,11.3772,3.7709,0.846,-0.1623,0.7655,25.82
2549,1762,1.336,9.7899,1.9537,1.473,-0.2577,0.7418,25.81
2559,1767,0.3663,7.9272,0.2538,1.8738,-0.1905,0.6262,25.82
2569,1773,-0.4932,6.0358,-1.0989,1.9851,-0.0464,0.4263,25.83
2579,1835,-1.154,4.5155,-2.059,1.7709,0.1236,0.218,25.82
2589,1887,-1.4772,3.3088,-2.6121,1.2828,0.2419,0.052,25.82
2599,1879,-1.5347,2.6767,-2.7892,0.603,0.2627,-0.0791,25.83
2609,1881,-1.391,2.6839,-2.4349,-0.145,0.1964,-0.1615,25.83
2619,1910,-1.0056,3.213,-1.549,-0.7991,0.0522,-0.1913,25.83
2629,1951,-0.5052,3.9983,-0.5698,-1.2569,-0.1367,-0.1743,25.84
2639,1954,-0.0766,4.8722,0.091,-1.4818,-0.2777,-0.1306,25.84
2649,1948,0.2442,5.8179,0.5028,-1.4831,-0.2998,-0.0682,25.83
2659,2017,0.5124,6.7636,0.826,-1.3459,-0.2172,0.008,25.83
2669,2035,0.826,7.5848,1.087,-1.1682,-0.1103,0.0727,25.84
2679,2063,1.1253,8.3103,1.4676,-0.9838,-0.0453,0.1263,25.83
2689,2140,1.391,8.9184,1.9345,-0.806,-0.052,0.1583,25.82
2699,2140,1.4916,9.3853,2.3655,-0.6315,-0.1231,0.1687,25.85
2709,2177,1.3958,9.5648,2.4852,-0.4708,-0.1998,0.1639,25.84
2719,2224,1.2282,9.4068,2.4397,-0.3299,-0.2609,0.146,25.86
2729,2190,1.063,8.8705,2.1883,-0.223,-0.3259,0.1124,25.84
2739,2240,0.9768,8.3941,1.8842,-0.1396,-0.4322,0.0743,25.83
2749,2222,0.6991,8.0804,1.336,-0.0544,-0.5449,0.0394,25.84
2759,2191,0.3519,7.9224,0.7925,0.0293,-0.6001,0.0019,25.83
2769,2100,-0.1245,7.9464,0.2849,0.1202,-0.5758,-0.0402,25.84
2779,2007,-0.5626,8.0972,-0.0934,0.2156,-0.4754,-0.0834,25.82
2789,1913,-0.8571,8.3917,-0.3184,0.3136,-0.3384,-0.1042,25.85
2799,1787,-0.893,8.7364,-0.4549,0.3821,-0.1985,-0.0805,25.86
2803,1787,-0.8284,8.9232,-0.4573,0.393,-0.1506,-0.0578,25.84
2813,1787,-0.4908,9.7037,-0.1221,0.404,-0.0512,0.0173,25.84
2823,1759,-0.1437,10.4986,0.0383,0.3744,-0.0011,0.0962,25.82
2833,1739,0.0982,11.0229,-0.0096,0.2558,0.0173,0.1809,25.83
2843,1740,0.3112,11.3126,-0.1173,0.0069,0.0141,0.251,25.84
2853,1649,0.4788,11.4539,-0.0335,-0.3341,0.0115,0.2686,25.83
2863,1751,0.6632,11.6478,0.1652,-0.6515,0.0304,0.2369,25.84
2873,1698,0.838,11.8465,0.3998,-0.8871,0.0879,0.1892,25.84
2883,1776,1.0798,11.983,0.6871,-0.9806,0.194,0.1463,25.85
2893,1842,1.4293,12.1817,1.0175,-0.8812,0.3142,0.1106,25.83
2903,1718,1.7765,12.4929,1.2091,-0.6382,0.4066,0.0941,25.83
2913,1730,2.1141,12.7731,1.2857,-0.3904,0.3981,0.1092,25.84
2923,1721,2.3343,12.8928,1.6568,-0.2446,0.2326,0.1556,25.85
2933,1665,2.3942,12.7611,2.0662,-0.2246,-0.0898,0.2238,25.84
2943,1711,2.0853,12.3277,2.9808,-0.3541,-0.4469,0.3163,25.84
2953,1603,1.5467,11.813,3.9959,-0.4652,-0.7389,0.4533,25.85
2963,1646,1.3144,11.3102,4.8459,-0.648,-0.858,0.5287,25.85
2973,1631,1.2498,10.9032,5.7509,-0.8705,-0.7202,0.4903,25.83
2983,1622,1.3479,10.4076,6.7947,-1.0608,-0.3744,0.3341,25.85
2993,1584,1.6712,9.9144,7.7117,-1.1053,0.0687,0.0882,25.85
3003,1648,2.2003,9.2632,8.0876,-0.9832,0.4311,-0.1916,25.85
3013,1679,2.6384,8.5928,8.1954,-0.7194,0.5713,-0.4338,25.85
3023,1669,2.9281,8.1259,7.7979,-0.2702,0.4618,-0.6169,25.86
3033,1777,3.0454,7.7093,6.675,0.2984,0.1434,-0.7069,25.85
3043,1875,3.225,7.1251,4.9464,0.8847,-0.304,-0.7133,25.85
3053,1899,3.3184,6.5027,2.9616,1.3901,-0.781,-0.6672,25.88
3063,2006,3.3662,5.9065,1.1157,1.6896,-1.23,-0.5995,25.86
3073,1985,3.2561,5.5857,-0.2346,1.6358,-1.6092,-0.5297,25.86
3083,1863,3.0598,5.5426,-0.7183,1.2087,-1.8796,-0.4349,25.85
3093,1714,2.6719,6.0501,-0.3831,0.5526,-1.9377,-0.3006,25.85
3103,1616,2.0446,7.0844,0.8619,-0.1767,-1.7603,-0.1719,25.84
3113,1601,1.3551,8.7987,2.4684,-0.858,-1.5146,-0.0077,25.84
3123,1635,0.6776,10.7452,3.7757,-1.4594,-1.2953,0.2025,25.85
3133,1681,0.1748,12.3014,5.1356,-1.8016,-1.2023,0.3144,25.86
3143,1707,-0.261,13.2735,5.7676,-1.7315,-1.1954,0.2318,25.87
3153,1751,-0.6991,13.5991,5.9544,-1.2881,-1.1365,0.004,25.85
3163,1782,-1.0606,13.0723,5.1954,-0.6432,-0.9934,-0.2345,25.87
3173,1807,-1.142,12.208,4.5753,0.0421,-0.7496,-0.3949,25.86
3183,1773,-0.8188,11.1642,3.9456,0.7605,-0.4596,-0.5255,25.86
3193,1465,-0.316,9.8928,2.8635,1.4059,-0.1809,-0.643,25.85
3197,1584,-0.0886,9.3446,2.3487,1.6212,-0.0799,-0.6792,25.86
3207,3610,0.5076,7.8314,0.8547,2.0169,0.138,-0.7344,25.87
3217,4095,1.1205,6.2273,-0.4669,2.1509,0.328,-0.7842,25.87
3227,4095,1.5107,5.0685,-1.3671,2.0011,0.4365,-0.7658,25.85
3237,1279,2.0231,4.1324,-1.6065,1.6318,0.4431,-0.648,25.84
3247,1666,2.4229,3.4117,-1.3503,1.1679,0.3168,-0.478,25.86
3257,1826,2.7964,3.2178,-1.1372,0.6459,0.0981,-0.2745,25.87
3267,1744,2.9329,3.4955,-0.723,0.0541,-0.1919,-0.0722,25.84
3277,1713,2.7078,3.8475,-0.3184,-0.5502,-0.5225,0.0901,25.87
3287,1729,2.1476,4.4293,0.067,-1.1029,-0.8084,0.1831,25.86
3297,1710,1.3886,5.3798,0.4717,-1.509,-0.9731,0.2534,25.87
3307,1739,0.5794,6.6176,0.7973,-1.6835,-0.9662,0.3086,25.87
3317,1794,-0.0455,7.8482,1.1349,-1.6398,-0.797,0.3387,25.88
3327,1814,-0.4238,9.0142,1.4437,-1.4165,-0.5097,0.3123,25.89
3337,1840,-0.5842,9.9695,1.6185,-1.0709,-0.1711,0.2438,25.88
3347,1871,-0.4094,10.4746,1.8603,-0.6696,0.1279,0.162,25.86
3357,1879,-0.0694,10.5369,2.0949,-0.2467,0.3144,0.0789,25.87
3367,1921,0.2586,10.3094,2.0614,0.1681,0.4021,0.0043,25.86
3377,1938,0.4118,9.9288,1.7166,0.5407,0.4562,-0.0528,25.86
3387,1970,0.5626,9.596,1.2378,0.8484,0.5404,-0.0938,25.85
3397,2015,0.723,9.3182,0.759,1.0781,0.6438,-0.117,25.87
3407,2047,0.8691,8.9878,0.2251,1.2001,0.7298,-0.1124,25.88
3417,2085,1.0319,8.6646,-0.1963,1.1767,0.7506,-0.0799,25.89
3427,2099,1.2546,8.4779,-0.3663,1.0163,0.6659,-0.036,25.87
3437,2106,1.4724,8.5353,-0.3974,0.752,0.4759,0.0099,25.87
3447,2119,1.6113,8.8609,-0.3519,0.4546,0.2707,0.0504,25.88
3457,2144,1.6807,9.4044,-0.1867,0.1951,0.138,0.0703,25.87
3467,2123,1.7119,9.9551,-0.1532,-0.0573,0.1002,0.0549,25.87
3477,2106,1.6927,10.4962,-0.1269,-0.3565,0.1002,0.0203,25.89
3487,2032,1.5826,11.1474,0.3208,-0.6608,0.125,-0.0272,25.89
3497,1963,1.336,11.971,1.0223,-0.8505,0.1748,-0.0565,25.88
3507,1889,1.0175,12.8664,1.7813,-0.8367,0.2502,-0.052,25.88
3517,1836,0.7015,13.7667,2.4995,-0.5865,0.3102,-0.0205,25.88
3527,1787,0.3807,14.4897,2.6839,-0.1447,0.3123,0.0133,25.88
3537,1781,0.1508,14.8919,2.3966,0.3309,0.2646,0.0426,25.87
3547,1697,-0.1269,14.607,1.9321,0.6416,0.2257,0.0469,25.88
3557,1748,-0.1317,13.6948,2.0734,0.6947,0.2435,0.0341,25.89
3567,1756,0.2897,12.4522,2.7007,0.5444,0.2979,-0.0088,25.89
3577,1690,0.8619,11.3054,3.5027,0.2787,0.3517,-0.0648,25.89
3587,1680,1.2785,10.4196,4.3359,-0.0181,0.405,-0.0714,25.88
3591,1675,1.3838,10.1083,4.6543,-0.129,0.4277,-0.0488,25.88
3601,1753,1.5155,9.4044,5.2601,-0.3648,0.5081,0.0847,25.87
3611,1712,1.3288,8.7293,5.7964,-0.5308,0.5441,0.2273,25.89
3621,1735,0.917,8.3677,5.9472,-0.5628,0.583,0.3691,25.89
3631,1701,0.4669,8.1786,5.545,-0.3653,0.6534,0.5305,25.89
3641,1744,0.1341,7.9344,4.549,0.0405,0.741,0.6835,25.88
3651,1799,0.0575,7.6088,2.7869,0.5388,0.8487,0.7839,25.88
3661,1765,-0.091,7.2089,0.838,0.9665,0.9769,0.7938,25.89
3671,1793,-0.3903,6.7564,-0.2227,1.1674,1.1157,0.7059,25.87
3681,1819,-0.249,6.4763,-0.1437,1.1253,1.1525,0.5359,25.89
3691,1766,0.1125,6.7181,0.7135,0.895,1.0808,0.3099,25.88
3701,1755,0.9002,7.4412,1.3168,0.5287,1.0323,0.044,25.88
3711,1837,1.5323,8.5018,1.7502,-0.0099,1.073,-0.2294,25.9
3721,1838,1.8172,9.8809,2.1284,-0.6344,1.1748,-0.4117,25.91
3731,1776,2.0063,11.3461,2.9042,-1.1447,1.2913,-0.3829,25.91
3741,1793,2.4828,12.639,3.7014,-1.3576,1.3411,-0.1751,25.89
3751,1879,3.4141,13.702,4.3359,-1.3336,1.2905,0.1388,25.89
3761,1989,4.1252,14.0899,4.616,-1.0968,1.1381,0.4298,25.9
3771,2032,4.3191,12.7587,4.2353,-0.818,0.934,0.6579,25.9
3781,2083,4.3311,11.0804,4.3958,-0.4434,0.6376,0.785,25.89
