time, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
175207,2109,1.592144,6.787562,6.471527,-0.277121,-0.00906,-0.135896,26.482941
175217,2230,1.503559,6.806715,6.378153,-0.298172,-0.03011,-0.104187,26.477058
175227,2261,1.446098,6.849811,6.306327,-0.303501,-0.015188,-0.086867,26.48
175237,2268,1.484405,6.943185,6.399701,-0.293908,0.006928,-0.07381,26.474117
175247,2211,1.513135,7.038953,6.490681,-0.284049,-0.000799,-0.058355,26.48
175257,2016,1.546654,7.07726,6.545747,-0.276322,-0.026646,-0.04823,26.485882
175267,1894,1.525106,7.058106,6.50744,-0.255538,-0.040236,-0.054625,26.474117
175277,1884,1.482011,7.043741,6.473921,-0.225427,-0.031443,-0.070879,26.474117
175287,1904,1.398214,7.043741,6.370971,-0.206508,-0.014389,-0.077008,26.482941
175297,1904,1.343147,7.034164,6.325481,-0.206242,0.001599,-0.066882,26.485882
175307,1947,1.283292,7.053318,6.308722,-0.219032,0.01279,-0.050628,26.468235
175317,1946,1.252167,7.072472,6.40449,-0.226493,0.021051,-0.032508,26.477058
175327,1943,1.242591,7.089231,6.500257,-0.216368,0.027179,-0.011191,26.48
175337,1811,1.278504,7.012617,6.533776,-0.199047,0.037571,0.007994,26.477058
175347,1607,1.391031,6.914454,6.584054,-0.193985,0.053825,0.02185,26.468235
175357,3223,1.54426,6.880936,6.677429,-0.19585,0.058622,0.029577,26.48
175367,4095,1.692701,6.864176,6.806715,-0.188922,0.042634,0.023449,26.471176
175377,4095,1.819593,6.878541,6.861782,-0.168404,0.012524,-0.000266,26.459412
175387,1286,1.867477,6.825869,6.787562,-0.136962,-0.015988,-0.037838,26.482941
175397,1775,1.850718,6.833052,6.720524,-0.109783,-0.039703,-0.078873,26.48
175407,2043,1.786075,6.825869,6.756437,-0.097525,-0.061553,-0.113247,26.488823
175417,1979,1.640028,6.73489,6.871359,-0.098058,-0.085534,-0.126037,26.485882
175427,1996,1.438915,6.47871,6.924031,-0.096726,-0.101789,-0.116711,26.485882
175437,2000,1.30484,6.311116,6.732495,-0.099657,-0.106851,-0.105253,26.477058
175447,2021,1.247379,6.375759,6.38773,-0.123106,-0.112714,-0.110315,26.482941
175457,2071,1.177947,6.526594,6.251261,-0.156946,-0.123905,-0.125237,26.482941
175467,2046,1.13964,6.639122,6.330269,-0.17853,-0.132165,-0.125237,26.471176
175477,2096,1.144428,6.655881,6.533776,-0.181727,-0.131366,-0.105786,26.471176
175487,2107,1.204283,6.622362,6.651093,-0.174,-0.132965,-0.078074,26.482941
175497,2112,1.319205,6.64391,6.593631,-0.165473,-0.134564,-0.061553,26.474117
175507,2128,1.381454,6.639122,6.497863,-0.15215,-0.122573,-0.059688,26.477058
175517,2144,1.359907,6.610391,6.519411,-0.12577,-0.09566,-0.066616,26.474117
175527,2173,1.271321,6.574478,6.533776,-0.10019,-0.061819,-0.075142,26.474117
175537,2182,1.151611,6.564901,6.490681,-0.090597,-0.02638,-0.082337,26.482941
175547,2199,1.082179,6.610391,6.500257,-0.103654,0,-0.081804,26.474117
175557,2218,1.072602,6.698977,6.574478,-0.127636,0.008527,-0.06475,26.477058
175567,2238,1.154005,6.80911,6.675035,-0.141492,-0.001599,-0.028511,26.488823
175577,2197,1.309628,6.876147,6.787562,-0.136962,-0.022116,0.012257,26.494705
175587,2235,1.51553,6.878541,6.835446,-0.124172,-0.045832,0.043167,26.471176
175597,2217,1.752556,6.811504,6.773197,-0.107651,-0.066616,0.054625,26.485882
175607,2179,1.867477,6.67264,6.629545,-0.093262,-0.075409,0.031443,26.485882
175617,2176,1.860295,6.543353,6.634333,-0.086334,-0.076741,-0.014123,26.474117
175627,2149,1.759738,6.476315,6.624756,-0.089798,-0.085002,-0.061286,26.48
175637,2137,1.580173,6.485892,6.629545,-0.094328,-0.095926,-0.096726,26.48
175647,2083,1.33357,6.538565,6.488286,-0.096992,-0.090597,-0.115645,26.471176
175657,2037,1.101333,6.576872,6.31351,-0.101256,-0.066882,-0.117776,26.482941
175667,2004,0.919373,6.550536,6.224925,-0.115645,-0.033041,-0.098591,26.468235
175677,1953,0.799663,6.476315,6.306327,-0.138028,-0.002132,-0.057822,26.477058
175687,1929,0.80924,6.488286,6.394913,-0.162542,0.015188,-0.005063,26.482941
175697,1935,0.936133,6.610391,6.47871,-0.176665,0.021051,0.042634,26.477058
175707,1913,1.175553,6.691794,6.545747,-0.179063,0.024248,0.070613,26.477058
175717,1931,1.436521,6.720524,6.708553,-0.175865,0.020518,0.080205,26.494705
175727,1893,1.697489,6.6894,6.885724,-0.163874,0.005329,0.071412,26.48
175737,1888,1.865083,6.636727,7.007828,-0.131366,-0.017054,0.0437,26.477058
175747,1903,1.900996,6.567295,7.043741,-0.088732,-0.031443,0.001332,26.471176
175757,1891,1.795651,6.497863,6.873753,-0.057289,-0.039436,-0.044499,26.468235
175767,1904,1.625663,6.493075,6.627151,-0.060487,-0.042101,-0.076208,26.474117
175777,1870,1.414973,6.502652,6.502652,-0.098058,-0.042101,-0.085534,26.474117
175787,1856,1.240196,6.576872,6.509834,-0.139626,-0.04823,-0.067415,26.48
175797,1866,1.134852,6.651093,6.617573,-0.164674,-0.055424,-0.031443,26.477058
175807,1859,1.120486,6.754043,6.655881,-0.168671,-0.055957,0.00826,26.482941
175817,1831,1.204283,6.816292,6.725313,-0.151617,-0.04743,0.042368,26.491764
175827,1872,1.343147,6.789956,6.770802,-0.116977,-0.038904,0.065283,26.488823
175837,1869,1.489193,6.6894,6.787562,-0.082603,-0.039436,0.070613,26.48
175847,1853,1.628057,6.593631,6.813898,-0.057822,-0.054358,0.060221,26.48
175857,1840,1.68073,6.46195,6.797139,-0.043433,-0.065283,0.033574,26.462353
175867,1897,1.596933,6.356606,6.631939,-0.037305,-0.055957,-0.00826,26.462353
175877,1993,1.448492,6.28478,6.517017,-0.046098,-0.027446,-0.053559,26.474117
175887,2045,1.256956,6.275203,6.497863,-0.068481,-0.000533,-0.082603,26.474117
175897,2080,1.086968,6.339846,6.526594,-0.095127,0.01732,-0.088466,26.485882
175907,2141,0.97444,6.485892,6.576872,-0.115378,0.029577,-0.071945,26.485882
175917,2134,0.979228,6.629545,6.675035,-0.126037,0.037305,-0.032775,26.48
175927,1970,1.084573,6.71813,6.696582,-0.122573,0.041035,0.019185,26.485882
175937,1787,1.280898,6.744466,6.732495,-0.105786,0.03917,0.06555,26.474117
175947,1729,1.501164,6.660669,6.780379,-0.087666,0.031709,0.084469,26.485882
175957,1728,1.673547,6.524199,6.806715,-0.076475,0.022916,0.074609,26.485882
175967,1742,1.75495,6.428432,6.861782,-0.067149,0.01279,0.044233,26.482941
175977,1803,1.771709,6.382942,6.897695,-0.067681,0.002931,0.00906,26.48
175987,1776,1.742979,6.390124,6.945579,-0.07381,-0.003997,-0.019185,26.491764
175997,1767,1.649605,6.394913,7.007828,-0.073544,-0.015455,-0.035972,26.474117
176007,1726,1.553837,6.421249,6.92882,-0.067681,-0.029311,-0.039436,26.48
176017,1425,1.45328,6.418855,6.821081,-0.065017,-0.042101,-0.031709,26.48
176027,1790,1.381454,6.416461,6.756437,-0.073011,-0.048763,-0.020251,26.494705
176037,4095,1.285686,6.435614,6.706159,-0.081804,-0.048496,-0.010392,26.491764
176047,4095,1.233014,6.426037,6.708553,-0.086334,-0.0429,-0.007727,26.48
176057,2478,1.18513,6.471527,6.756437,-0.084202,-0.034374,-0.007194,26.471176
176067,1164,1.151611,6.512228,6.687006,-0.077008,-0.022383,-0.009859,26.477058
176077,1856,1.163582,6.569689,6.624756,-0.069547,-0.003198,-0.013856,26.48
176087,1811,1.175553,6.528988,6.713342,-0.062086,0.013323,-0.010925,26.471176
176097,1744,1.175553,6.320693,6.888118,-0.055691,0.025847,0.004263,26.48
176107,1762,1.194707,6.205771,6.86657,-0.044766,0.038904,0.024781,26.48
176117,1767,1.314417,6.28478,6.651093,-0.04823,0.049562,0.034374,26.462353
176127,1797,1.465251,6.493075,6.617573,-0.077807,0.045299,0.023182,26.482941
176137,1813,1.594538,6.607996,6.722919,-0.099657,0.023982,-0.001066,26.48
176147,1851,1.642422,6.610391,6.92882,-0.087666,0.007194,-0.023982,26.482941
176157,1891,1.640028,6.543353,7.041347,-0.052493,0.013057,-0.045032,26.474117
176167,1895,1.539472,6.43322,7.04853,-0.018919,0.033308,-0.06102,26.48
176177,1981,1.400608,6.330269,6.878541,0.001066,0.055158,-0.068214,26.488823
176187,1953,1.266533,6.279991,6.646304,-0.007727,0.076741,-0.065283,26.488823
176197,1983,1.146823,6.296751,6.521805,-0.044766,0.091397,-0.048496,26.488823
176207,1913,1.089362,6.347029,6.607996,-0.091397,0.092995,-0.021317,26.485882
176217,1893,1.118092,6.426037,6.799533,-0.120708,0.08287,0.00826,26.488823
176227,1958,1.144428,6.533776,6.964733,-0.122306,0.069813,0.031176,26.485882
176237,2003,1.204283,6.596025,6.938396,-0.099923,0.065017,0.042634,26.477058
176247,1991,1.273715,6.588843,6.797139,-0.072744,0.067681,0.044499,26.485882
176257,1957,1.292869,6.519411,6.710948,-0.059421,0.076475,0.043433,26.482941
176267,1979,1.300052,6.40449,6.744466,-0.055957,0.084469,0.040769,26.491764
176277,1998,1.285686,6.344635,6.828263,-0.055424,0.085002,0.037838,26.48
176287,2082,1.326388,6.335058,6.914454,-0.054625,0.077274,0.033574,26.485882
176297,2009,1.417367,6.394913,6.967127,-0.053559,0.059954,0.03091,26.491764
176307,1782,1.527501,6.409278,6.988675,-0.050894,0.031709,0.027712,26.485882
176317,1836,1.620875,6.380548,6.995857,-0.0429,0.002132,0.023449,26.468235
176327,1869,1.68073,6.344635,6.947973,-0.031176,-0.020518,0.014389,26.491764
176337,1835,1.721431,6.325481,6.876147,-0.028245,-0.031709,-0.006395,26.477058
176347,1943,1.640028,6.282385,6.88333,-0.036239,-0.037838,-0.033308,26.488823
176357,1781,1.489193,6.291962,6.897695,-0.047697,-0.044233,-0.053825,26.477058
176367,1723,1.302446,6.373365,6.840234,-0.047963,-0.040502,-0.062352,26.491764
176377,1789,1.192312,6.497863,6.770802,-0.044499,-0.022649,-0.059421,26.48
176387,1791,1.096544,6.588843,6.804321,-0.047697,-0.00906,-0.043966,26.488823
176397,1663,1.060631,6.560112,6.86657,-0.044766,-0.007194,-0.018919,26.482941
176407,1729,1.074997,6.517017,6.892907,-0.031443,-0.009859,0.005862,26.503529
176417,1749,1.173159,6.418855,6.849811,-0.022649,-0.014655,0.022916,26.488823
176427,1743,1.288081,6.318298,6.845023,-0.023449,-0.023715,0.026913,26.48
176437,1661,1.37906,6.270414,6.890512,-0.027712,-0.052493,0.022916,26.488823
176447,1763,1.419762,6.287174,6.885724,-0.03464,-0.088199,0.018386,26.491764
176457,1614,1.47004,6.318298,6.823475,-0.045032,-0.109516,0.010658,26.494705
176467,1615,1.472434,6.320693,6.828263,-0.04823,-0.101789,0,26.474117
176477,1683,1.462857,6.349423,6.835446,-0.038637,-0.078606,-0.010392,26.485882
176487,1690,1.429338,6.34224,6.856994,-0.023715,-0.057289,-0.018386,26.488823
176497,1680,1.381454,6.356606,6.921637,-0.006662,-0.054891,-0.024248,26.485882
176507,1691,1.314417,6.361394,6.88333,0.002931,-0.062352,-0.023715,26.485882
176517,1566,1.271321,6.356606,6.818686,0.000533,-0.065816,-0.019452,26.48
176527,1646,1.252167,6.370971,6.770802,-0.013323,-0.058089,-0.012257,26.482941
176537,1616,1.256956,6.385336,6.675035,-0.034374,-0.044233,-0.000266,26.491764
176548,1722,1.228225,6.416461,6.703765,-0.046631,-0.031176,0.008527,26.491764
176558,1911,1.223437,6.440403,6.663064,-0.05649,-0.015988,0.014655,26.491764
176568,1851,1.249773,6.43322,6.67264,-0.061553,0.001865,0.020251,26.485882
176578,1918,1.261744,6.414066,6.67264,-0.06102,0.016521,0.023715,26.494705
176588,2140,1.300052,6.380548,6.663064,-0.061819,0.027446,0.025847,26.48
176598,1856,1.321599,6.332664,6.675035,-0.065283,0.035706,0.021583,26.497646
176608,1606,1.364695,6.311116,6.698977,-0.074609,0.03917,0.01359,26.500587
176618,1591,1.381454,6.306327,6.794744,-0.081804,0.035173,0.008793,26.494705
176628,1559,1.367089,6.356606,6.825869,-0.082337,0.032242,0.012524,26.485882
176638,1859,1.352724,6.435614,6.744466,-0.080205,0.036505,0.025314,26.48
176648,1687,1.295263,6.430826,6.667852,-0.085801,0.061553,0.033574,26.485882
176658,2306,1.264138,6.359,6.694188,-0.088998,0.085002,0.039703,26.488823
176668,1109,1.240196,6.275203,6.73489,-0.097792,0.099124,0.045299,26.471176
176678,1104,1.295263,6.138733,6.675035,-0.115645,0.111115,0.04743,26.471176
176688,1424,1.39582,6.071695,6.605602,-0.137228,0.130034,0.044766,26.474117
176698,1089,1.484405,6.093243,6.59842,-0.162009,0.142291,0.035972,26.482941
176708,2039,1.601721,6.174646,6.749255,-0.182527,0.137495,0.019718,26.471176
176718,4095,1.687912,6.301539,6.880936,-0.185991,0.118576,-0.003464,26.497646
176728,4095,1.707066,6.449979,6.926425,-0.164674,0.098591,-0.03091,26.485882
176738,1023,1.675941,6.526594,7.019799,-0.140692,0.080472,-0.055158,26.485882
176748,1424,1.63524,6.560112,7.062895,-0.116711,0.068481,-0.070613,26.474117
176758,1583,1.537078,6.574478,7.046135,-0.090597,0.070613,-0.080205,26.465294
176768,1232,1.37906,6.46195,7.012617,-0.066882,0.09113,-0.090331,26.465294
176778,1593,1.221043,6.208165,6.983886,-0.052227,0.116711,-0.094328,26.48
176788,1519,1.077391,6.071695,6.907272,-0.051694,0.130034,-0.085268,26.491764
176798,1585,1.072602,6.138733,6.885724,-0.081005,0.116977,-0.073277,26.48
176808,1449,1.115698,6.351817,7.00304,-0.132698,0.069014,-0.064217,26.485882
176818,1472,1.177947,6.572083,7.184999,-0.16121,0.005329,-0.048763,26.474117
176828,1714,1.242591,6.646304,7.323863,-0.144956,-0.018386,-0.031176,26.48
176838,1711,1.307234,6.588843,7.40766,-0.09939,-0.00453,-0.00826,26.48
176848,1755,1.371878,6.473921,7.352593,-0.06102,0.006928,0.021583,26.482941
176858,1895,1.37906,6.296751,7.170634,-0.043167,0.001865,0.035972,26.488823
176868,1776,1.328782,6.160281,6.991069,-0.05276,-0.009859,0.024248,26.494705
176878,1625,1.149217,6.076484,6.943185,-0.077008,-0.018119,0.005329,26.494705
176888,1724,0.940921,6.078878,6.947973,-0.09193,-0.011991,-0.005063,26.491764
176898,1801,0.76375,6.179435,6.921637,-0.089798,0.014389,-0.00373,26.485882
176908,1798,0.656011,6.320693,6.888118,-0.082337,0.047963,0.01359,26.500587
176918,1828,0.632069,6.416461,6.902483,-0.074609,0.074609,0.041835,26.491764
176928,1891,0.727837,6.416461,7.000646,-0.058089,0.084202,0.076475,26.497646
176938,1868,0.931344,6.375759,7.067683,-0.037571,0.087933,0.106851,26.491764
176948,2384,1.244985,6.332664,7.117962,-0.020518,0.0874,0.128168,26.491764
176958,1797,1.592144,6.258443,7.137115,-0.012524,0.071678,0.129767,26.491764
176968,1503,1.891419,6.143522,7.21373,-0.006129,0.036505,0.102322,26.477058
176978,1774,2.06859,6.052542,7.290344,0.000799,-0.018119,0.057023,26.477058
176988,1847,2.118869,5.975927,7.24246,-0.001865,-0.082337,0.003198,26.474117
176998,1903,2.030283,5.93762,7.132327,-0.019452,-0.119908,-0.06475,26.468235
177008,2007,1.742979,5.971139,7.065289,-0.040769,-0.131899,-0.128435,26.462353
177018,1642,1.340753,6.047753,7.094019,-0.053825,-0.137495,-0.156946,26.48
177028,1769,0.933739,6.10282,6.991069,-0.057822,-0.12657,-0.140159,26.488823
177038,1729,0.651223,6.184223,6.751649,-0.058089,-0.089798,-0.09113,26.488823
177048,1993,0.521936,6.263232,6.572083,-0.07008,-0.045565,-0.028511,26.474117
177058,1793,0.565032,6.26802,6.586449,-0.097792,-0.019185,0.031975,26.471176
177068,1888,0.744597,6.181829,6.785168,-0.116977,-0.006662,0.070613,26.488823
177078,1603,1.029507,6.119579,6.952762,-0.110049,0.001599,0.074609,26.474117
177088,1650,1.307234,6.093243,6.938396,-0.092196,0.009859,0.051427,26.468235
177098,1638,1.570596,6.093243,6.971915,-0.087933,0.016787,0.020251,26.482941
177108,1554,1.745373,6.119579,7.144298,-0.095127,-0.000266,-0.006395,26.488823
177118,1693,1.898602,6.205771,7.299921,-0.099657,-0.037038,-0.034374,26.488823
177128,1830,1.980005,6.315904,7.314286,-0.089265,-0.079406,-0.066349,26.482941
177138,2099,1.900996,6.382942,7.161057,-0.06475,-0.101256,-0.103654,26.500587
177148,1719,1.647211,6.385336,7.015011,-0.042634,-0.092729,-0.136962,26.494705
177158,1632,1.309628,6.311116,6.952762,-0.038637,-0.070613,-0.147887,26.494705
177168,1808,0.90022,6.26802,6.816292,-0.038104,-0.029577,-0.135629,26.48
177178,1823,0.529119,6.260838,6.612785,-0.03464,0.040236,-0.116178,26.48
177188,1723,0.287304,6.315904,6.517017,-0.047164,0.107917,-0.086334,26.471176
177198,1733,0.167594,6.406884,6.634333,-0.079672,0.146021,-0.031975,26.485882
177208,2096,0.203507,6.50744,6.758832,-0.111381,0.155881,0.042634,26.48
177218,1827,0.416591,6.526594,6.766014,-0.123106,0.166006,0.108717,26.468235
177228,1838,0.754174,6.505046,6.892907,-0.112714,0.184126,0.147087,26.468235
177238,1795,1.177947,6.416461,7.07726,-0.090331,0.178263,0.154815,26.474117
177248,1953,1.592144,6.265626,7.228095,-0.071678,0.152949,0.130833,26.45647
