time_ms, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp_C
431,371,-3.0263,8.7939,-2.0016,-0.1282,0.1127,0.0045,28.55
441,1194,-2.9353,8.7508,-1.9848,-0.081,0.1063,0.0011,28.56
451,1133,-2.8347,8.7029,-2.047,-0.0362,0.0869,0.0024,28.58
461,1154,-2.739,8.6766,-2.1524,-0.0123,0.0488,0.0096,28.59
471,1227,-2.6911,8.667,-2.2697,-0.0112,-0.0048,0.0187,28.57
481,1252,-2.6576,8.6981,-2.3631,-0.0173,-0.0629,0.0234,28.58
491,1292,-2.6097,8.7508,-2.3774,-0.0139,-0.118,0.0274,28.58
501,1344,-2.5953,8.7915,-2.332,0.0176,-0.1553,0.0338,28.57
511,1399,-2.6025,8.8418,-2.3942,0.0709,-0.1727,0.0349,28.59
521,1395,-2.6288,8.916,-2.4948,0.1244,-0.174,0.0384,28.59
531,1515,-2.6384,8.9998,-2.5187,0.1572,-0.1751,0.0458,28.58
541,1535,-2.6336,9.0525,-2.4277,0.1679,-0.1839,0.0568,28.61
551,1595,-2.5402,9.1602,-2.2769,0.1711,-0.194,0.0687,28.62
561,1681,-2.4804,9.3182,-1.9345,0.1713,-0.1966,0.0714,28.6
571,1682,-2.5163,9.5816,-1.4461,0.1751,-0.2081,0.0629,28.6
581,1686,-2.6911,9.9671,-0.8978,0.1577,-0.2337,0.0386,28.62
591,1759,-3.0718,10.3813,-0.3807,0.1079,-0.2715,0.0115,28.62
601,1727,-3.5458,10.7548,0.1245,0.0234,-0.3187,-0.0269,28.62
611,1776,-4.1228,11.0468,0.6512,-0.0791,-0.3643,-0.0845,28.6
621,1721,-4.719,11.3174,1.0606,-0.1785,-0.4,-0.1463,28.62
631,1666,-5.2241,11.5281,1.3503,-0.2081,-0.385,-0.211,28.62
641,1719,-5.5857,11.6981,1.3575,-0.1316,-0.3099,-0.2555,28.61
651,1661,-5.5378,11.5855,1.0511,0.0437,-0.2062,-0.2766,28.6
661,1635,-5.0542,11.1977,0.4046,0.259,-0.1108,-0.2737,28.61
671,1622,-4.1731,10.5848,-0.3136,0.4359,-0.0738,-0.2497,28.62
681,1616,-3.0909,9.8857,-0.7518,0.5193,-0.15,-0.2073,28.62
691,1585,-1.9728,9.2656,-0.8859,0.4986,-0.3395,-0.1636,28.63
701,1616,-1.1205,8.8011,-0.7997,0.3832,-0.5875,-0.1282,28.63
711,1582,-0.5962,8.4276,-0.498,0.2094,-0.8487,-0.1138,28.63
721,1565,-0.4621,8.2576,-0.012,0.0274,-1.0805,-0.125,28.63
731,1473,-0.6201,8.1977,0.6656,-0.1135,-1.2465,-0.1537,28.64
741,1475,-1.0223,8.1403,1.4269,-0.17,-1.3454,-0.1945,28.64
751,1808,-1.561,8.0996,2.1404,-0.1567,-1.3901,-0.218,28.64
761,1693,-2.1691,8.0014,2.7509,-0.1005,-1.3952,-0.2166,28.64
771,1661,-2.794,7.9631,3.0311,-0.0298,-1.3763,-0.1871,28.64
781,1776,-3.395,7.9655,3.0119,0.0181,-1.3312,-0.129,28.66
791,1717,-3.96,8.0469,2.6743,0.0434,-1.2457,-0.061,28.65
801,1679,-4.4245,8.2504,2.1859,0.0429,-1.1183,0.0112,28.66
811,1535,-4.7812,8.5712,1.6807,0.0312,-0.9646,0.0783,28.67
821,1815,-5.0518,8.9352,1.1516,0.0285,-0.7949,0.1338,28.67
826,1845,-5.1284,9.1004,0.9002,0.0328,-0.724,0.1561,28.67
836,1703,-5.2218,9.56,0.2634,0.0469,-0.5183,0.215,28.67
846,1675,-5.1332,9.8258,-0.1772,0.0594,-0.332,0.2577,28.68
856,1872,-4.8339,9.8665,-0.4381,0.0602,-0.1596,0.2958,28.68
866,1746,-4.2473,9.7516,-0.4405,0.0266,-0.0458,0.328,28.68
876,1882,-3.5027,9.5481,-0.2897,-0.0432,-0.0168,0.3443,28.69
886,1931,-2.7509,9.3948,-0.1221,-0.1402,-0.0592,0.3525,28.68
896,1808,-2.1476,9.3134,0.012,-0.2393,-0.1487,0.3581,28.67
906,1903,-1.6089,9.2177,0.0814,-0.3126,-0.2414,0.3573,28.69
916,1948,-1.1468,9.0884,0.2227,-0.3403,-0.32,0.3483,28.69
926,2027,-0.7566,8.9399,0.2298,-0.3285,-0.3901,0.3123,28.67
936,2043,-0.5052,8.7293,0.2274,-0.2934,-0.4596,0.2609,28.68
946,2270,-0.498,8.5258,0.1628,-0.2294,-0.5223,0.2073,28.69
956,2230,-0.7159,8.4156,0.0239,-0.1663,-0.559,0.158,28.69
966,2160,-1.0391,8.4108,-0.079,-0.1354,-0.5582,0.1231,28.69
976,1936,-1.3838,8.5641,-0.067,-0.1362,-0.5364,0.0959,28.69
986,1895,-1.7262,8.7245,0.0455,-0.149,-0.5177,0.0879,28.7
996,1863,-1.9561,8.9519,0.1628,-0.1599,-0.5183,0.0826,28.7
1006,1850,-2.083,9.1722,0.1437,-0.1641,-0.5343,0.0714,28.69
1016,1825,-2.1261,9.3541,0.079,-0.1559,-0.5534,0.0525,28.7
1026,1812,-2.1045,9.505,-0.0431,-0.1308,-0.555,0.0272,28.69
1036,1972,-2.0111,9.56,-0.0551,-0.0943,-0.534,0.0003,28.7
1046,1843,-1.8627,9.5696,-0.0335,-0.0552,-0.5089,-0.0213,28.72
1056,1525,-1.7382,9.5074,0.0742,-0.0203,-0.4975,-0.0429,28.7
1066,1659,-1.7047,9.4332,0.1604,0.0109,-0.5039,-0.0634,28.71
1076,4095,-1.7789,9.3494,0.2634,0.0424,-0.5164,-0.0815,28.72
1086,4095,-1.9441,9.3087,0.2825,0.0802,-0.51,-0.1018,28.73
1096,4095,-2.0997,9.268,0.2346,0.1223,-0.4738,-0.1252,28.72
1106,1298,-2.2146,9.2057,0.2035,0.1633,-0.4191,-0.1482,28.72
1116,1757,-2.2386,9.153,0.1365,0.1956,-0.3645,-0.1679,28.71
1126,1961,-2.241,9.1099,0.0048,0.2161,-0.3192,-0.1812,28.72
1136,1861,-2.2386,9.1171,-0.2011,0.2238,-0.2825,-0.1868,28.72
1146,1818,-2.2194,9.153,-0.3184,0.2236,-0.2489,-0.1852,28.73
1156,1833,-2.2098,9.1506,-0.3519,0.227,-0.2137,-0.1807,28.73
1166,1899,-2.2697,9.1243,-0.3759,0.2318,-0.1761,-0.1703,28.7
1176,1965,-2.2841,9.007,-0.3831,0.234,-0.1346,-0.1556,28.73
1186,2013,-2.3272,8.7795,-0.4357,0.2308,-0.0933,-0.1415,28.71
1196,1991,-2.3415,8.5928,-0.5507,0.2204,-0.0592,-0.1311,28.72
1206,2032,-2.3224,8.5281,-0.6321,0.2014,-0.0301,-0.1266,28.71
1216,2028,-2.3511,8.5042,-0.7087,0.1881,0.0053,-0.1266,28.72
1220,2085,-2.3607,8.5018,-0.7302,0.1897,0.0264,-0.1298,28.73
1230,2090,-2.3822,8.5617,-0.8404,0.2142,0.1031,-0.1354,28.73
1240,2096,-2.3966,8.6742,-0.9242,0.2718,0.207,-0.137,28.75
1250,2126,-2.3224,8.8466,-0.9601,0.348,0.311,-0.1348,28.73
1260,2173,-2.1524,8.9878,-0.972,0.4269,0.3856,-0.1266,28.73
1270,2197,-1.9321,9.1195,-1.0175,0.4978,0.4213,-0.1092,28.74
1280,2145,-1.6975,9.177,-1.1181,0.5516,0.4271,-0.0869,28.73
1290,2190,-1.3264,9.1746,-1.1564,0.5796,0.417,-0.0629,28.74
1300,2132,-0.8859,9.1004,-1.0534,0.5801,0.3829,-0.0384,28.73
1310,2115,-0.3807,8.9543,-0.8523,0.5465,0.3091,-0.0136,28.74
1320,2115,0.091,8.8729,-0.6201,0.4834,0.1785,0.0123,28.74
1330,2063,0.4238,8.7963,-0.51,0.404,-0.0096,0.0314,28.74
1340,2062,0.4214,8.8083,-0.5626,0.3184,-0.2316,0.0456,28.75
1350,1855,0.0479,8.9471,-0.7614,0.2414,-0.4644,0.0549,28.77
1360,1883,-0.6728,9.1698,-1.0678,0.1753,-0.6704,0.0655,28.75
1370,1653,-1.6496,9.4188,-1.3647,0.125,-0.8042,0.0863,28.75
1380,1735,-2.636,9.6079,-1.64,0.0997,-0.8154,0.1183,28.77
1390,1814,-3.4237,9.7707,-1.743,0.1042,-0.7131,0.1535,28.76
1400,1724,-3.8738,9.8737,-1.7885,0.1186,-0.5542,0.1732,28.77
1410,1699,-4.0821,10.0149,-1.7071,0.1319,-0.376,0.1801,28.76
1420,1666,-3.9744,10.2663,-1.4557,0.1418,-0.2054,0.1889,28.77
1430,1749,-3.5458,10.6207,-0.929,0.1527,-0.0994,0.1804,28.75
1440,1767,-3.0263,11.1905,-0.4908,0.1522,-0.073,0.1692,28.76
1450,1744,-2.5115,11.7412,-0.0072,0.145,-0.1388,0.1657,28.77
1460,1755,-2.2194,12.2535,0.5483,0.1343,-0.2785,0.1833,28.79
1470,1733,-2.0423,12.4666,1.2186,0.0967,-0.4474,0.2427,28.79
1480,1755,-2.0159,12.1506,1.8627,0.0389,-0.5817,0.2832,28.78
1490,1751,-2.2027,11.2982,2.3583,-0.0504,-0.6491,0.2683,28.77
1500,1769,-2.7174,10.2711,2.5762,-0.1575,-0.6475,0.2038,28.77
1510,1781,-3.3591,9.4523,2.5067,-0.279,-0.6011,0.1665,28.78
1520,1751,-3.8834,8.7508,2.2817,-0.38,-0.5359,0.1671,28.77
1530,1847,-4.3646,8.1714,2.0183,-0.4072,-0.4708,0.1855,28.78
1540,1739,-4.6974,7.6758,1.6735,-0.3352,-0.3976,0.2105,28.77
1550,1686,-4.9297,7.2784,1.2713,-0.1825,-0.292,0.2286,28.77
1560,1776,-5.0254,7.0294,0.8308,0.0147,-0.1434,0.231,28.79
1570,1759,-4.9512,7.1706,0.4645,0.2217,0.044,0.2276,28.78
1580,1794,-4.5897,7.7021,0.1508,0.4362,0.2531,0.23,28.78
1590,1841,-4.0175,8.4922,-0.182,0.648,0.4407,0.2411,28.78
1600,1873,-3.2848,9.4763,-0.5435,0.8114,0.5532,0.2577,28.79
1610,2037,-2.4086,10.4387,-0.8882,0.8889,0.547,0.2694,28.8
1614,2061,-2.0327,10.7883,-0.9912,0.8913,0.5156,0.2702,28.81
1624,2126,-1.0415,11.4994,-1.1827,0.8239,0.3736,0.2372,28.8
1634,2135,-0.3184,11.9902,-1.1109,0.6726,0.1796,0.1692,28.8
1644,2106,0.2227,11.9758,-0.9673,0.461,-0.029,0.1164,28.78
1654,2022,0.4357,11.8824,-0.5219,0.2214,-0.2419,0.065,28.8
1664,1772,0.4597,11.5377,0.0215,0.0128,-0.4919,0.0466,28.79
1674,1731,0.2993,11.1953,0.6847,-0.1042,-0.7866,0.0258,28.81
1684,1643,-0.1628,10.8386,1.2091,-0.1037,-1.1247,0.0179,28.8
1694,1712,-0.8906,10.4196,1.1971,0.0088,-1.4237,0.0181,28.8
1704,1807,-1.7813,9.9695,0.7278,0.1884,-1.586,0.0237,28.79
1714,1712,-2.6983,9.4834,-0.0359,0.3826,-1.5711,0.0205,28.79
1724,1782,-3.5338,8.916,-0.7949,0.5593,-1.3997,0.0099,28.79
1734,1521,-4.0821,8.3127,-1.4413,0.6891,-1.1234,-0.0144,28.8
1744,1055,-4.3239,7.7931,-1.8771,0.7349,-0.818,-0.0432,28.81
1754,3125,-4.2018,7.4101,-2.0686,0.6787,-0.5945,-0.0565,28.8
1764,4095,-3.8499,7.2257,-1.9465,0.559,-0.5004,-0.0589,28.82
1774,4095,-3.4668,7.2856,-1.7166,0.425,-0.4999,-0.0637,28.82
1784,1562,-3.0909,7.5058,-1.4772,0.3254,-0.5265,-0.0661,28.82
1794,1374,-2.7054,7.8769,-1.3001,0.2619,-0.5484,-0.0645,28.81
1804,2003,-2.2625,8.2073,-1.1827,0.2569,-0.5438,-0.0626,28.81
1814,1615,-1.8076,8.4084,-1.1277,0.295,-0.5268,-0.0674,28.8
1824,1673,-1.3958,8.43,-1.1923,0.3501,-0.51,-0.0839,28.82
1834,1823,-1.0534,8.3318,-1.221,0.3989,-0.5119,-0.0983,28.82
1844,1588,-0.7709,8.0732,-1.2522,0.4237,-0.5404,-0.1095,28.82
1854,1703,-0.6249,7.8099,-1.2115,0.4218,-0.6014,-0.1026,28.82
1864,1674,-0.6273,7.5058,-1.1875,0.3965,-0.6947,-0.0877,28.82
1874,1777,-0.8236,7.2161,-1.2402,0.3363,-0.805,-0.064,28.82
1884,1786,-1.245,7.0581,-1.2713,0.2388,-0.9118,-0.0282,28.82
1894,1890,-1.8124,7.015,-1.1995,0.1138,-0.9982,0.0139,28.83
1904,2078,-2.3727,7.2377,-1.2306,-0.0075,-1.0352,0.0501,28.82
1914,1870,-2.8347,7.5633,-1.3791,-0.0754,-0.9872,0.0741,28.84
1924,1834,-3.0813,8.0038,-1.4246,-0.0605,-0.8735,0.0871,28.82
1934,1887,-3.043,8.3629,-1.3336,0.029,-0.748,0.0965,28.83
1944,1951,-2.7916,8.5617,-1.233,0.1535,-0.6558,0.1063,28.84
1954,1991,-2.4756,8.5736,-1.3096,0.2609,-0.6035,0.118,28.83
1964,2025,-2.2314,8.4803,-1.4054,0.3131,-0.5793,0.1308,28.83
1974,1997,-2.0853,8.3653,-1.5778,0.284,-0.5836,0.1399,28.84
1984,1998,-2.0399,8.3151,-1.7597,0.19,-0.5836,0.1364,28.82
1994,2129,-2.1213,8.406,-1.834,0.0781,-0.562,0.1204,28.83
2004,1897,-2.2529,8.7293,-1.9321,0.0059,-0.5265,0.0994,28.83
2008,1904,-2.3056,8.8873,-1.9848,-0.0019,-0.5087,0.0898,28.82
2018,1872,-2.411,9.3613,-1.9968,0.0413,-0.4631,0.0663,28.81
2028,1840,-2.4062,9.833,-1.9561,0.1583,-0.4117,0.0453,28.82
2038,1817,-2.2745,10.2448,-1.9465,0.295,-0.3347,0.0203,28.82
2048,1747,-1.9369,10.5034,-1.9872,0.3994,-0.2489,-0.0008,28.84
2058,1697,-1.4796,10.5943,-2.162,0.4485,-0.1945,-0.0258,28.84
2068,1682,-0.9122,10.5465,-2.2625,0.4242,-0.194,-0.0402,28.82
2078,1740,-0.3376,10.4435,-2.2697,0.3376,-0.2659,-0.0309,28.83
2088,1665,0.1484,10.3166,-2.1428,0.2254,-0.4141,0.0032,28.82
2098,1661,0.5411,10.2568,-1.901,0.1266,-0.6254,0.0514,28.83
2108,1715,0.7614,10.422,-1.549,0.0783,-0.8649,0.0989,28.83
2118,1759,0.7709,10.8026,-0.8619,0.0954,-1.1034,0.1287,28.83
2128,1695,0.34,11.2719,-0.1077,0.1356,-1.3403,0.1314,28.85
2138,1686,-0.5363,11.6047,0.2274,0.1436,-1.522,0.097,28.83
2148,1665,-1.7885,11.8393,0.2394,0.1031,-1.5929,0.0213,28.83
2158,1664,-3.0023,11.8992,0.3208,0.0474,-1.5793,-0.0914,28.85
2168,1680,-4.1444,11.9973,0.4046,0.0573,-1.5164,-0.2126,28.83
2178,1745,-5.1044,12.0764,0.4357,0.1855,-1.3931,-0.3011,28.84
2188,1733,-5.7652,12.129,0.2322,0.4325,-1.1964,-0.3293,28.83
2198,1697,-5.9424,11.9542,-0.249,0.7341,-0.9387,-0.2947,28.83
2208,1713,-5.4971,11.5329,-0.7183,0.9944,-0.6856,-0.2126,28.84
2218,1733,-4.4317,10.7548,-1.0798,1.1231,-0.5265,-0.1021,28.84
2228,1746,-2.9497,9.8569,-1.233,1.068,-0.5462,-0.0043,28.83
2238,1787,-1.3982,9.0597,-1.1875,0.8412,-0.7671,0.0565,28.83
2248,1771,-0.1125,8.4994,-1.0008,0.5327,-1.1287,0.0679,28.83
2258,1743,0.6345,8.193,-0.6847,0.2302,-1.5175,0.045,28.83
2268,1776,0.9194,7.9799,-0.1891,-0.0104,-1.8394,-0.0048,28.85
2278,1872,0.9002,7.8171,0.4453,-0.1569,-2.043,-0.0706,28.87
2288,1885,0.6153,7.6471,1.154,-0.1916,-2.1192,-0.1367,28.85
2298,2019,-0.0646,7.6351,1.6783,-0.1322,-2.112,-0.1743,28.83
2308,1975,-1.0606,7.7237,1.8483,-0.0288,-2.0435,-0.1495,28.86
2318,2007,-2.3128,7.9535,1.7454,0.0762,-1.9137,-0.0767,28.85
2328,1901,-3.3974,8.3055,1.6089,0.145,-1.7379,0.0312,28.85
2338,1712,-4.2377,8.7628,1.5227,0.1649,-1.562,0.1324,28.86
2348,1633,-4.81,9.2751,1.3743,0.1362,-1.417,0.198,28.83
2358,1657,-5.2696,9.8689,0.9026,0.0743,-1.2846,0.2054,28.84
2368,1626,-5.4061,10.386,0.2179,0.0091,-1.1394,0.178,28.85
2378,1658,-5.0637,10.9104,-0.5171,-0.0216,-0.9875,0.1564,28.85
2388,1665,-4.2329,11.1211,-0.8787,0.0152,-0.8735,0.1567,28.85
2398,1686,-3.1316,10.8984,-0.9553,0.0919,-0.834,0.1665,28.85
2402,1648,-2.6695,10.6949,-0.9146,0.1234,-0.8415,0.1673,28.85
2412,1157,-1.6975,10.058,-0.7685,0.1796,-0.907,0.1615,28.84
2422,1771,-0.9122,9.3637,-0.6632,0.1761,-1.0123,0.149,28.85
2432,4095,-0.3136,8.6407,-0.5363,0.0943,-1.1309,0.1394,28.87
2442,4095,0.0622,8.0589,-0.2753,-0.0472,-1.2524,0.129,28.87
2452,2534,0.2179,7.6495,0.0311,-0.2102,-1.376,0.118,28.87
2462,1060,0.1269,7.3957,0.2801,-0.3509,-1.4954,0.1079,28.87
2472,1723,-0.2059,7.331,0.4118,-0.4218,-1.5876,0.1045,28.86
2482,1681,-0.6584,7.3502,0.4405,-0.4199,-1.6172,0.1175,28.86
2492,1701,-1.1205,7.2903,0.3855,-0.3661,-1.578,0.1156,28.86
2502,1649,-1.6352,7.3526,0.3352,-0.2835,-1.4738,0.1106,28.85
2512,1680,-2.0949,7.4843,0.316,-0.19,-1.3182,0.1111,28.86
2522,1756,-2.4014,7.6064,0.3424,-0.0989,-1.1439,0.1098,28.87
2532,1725,-2.6576,7.7069,0.4357,-0.0184,-0.9766,0.1023,28.86
2542,1812,-2.8084,7.8697,0.5243,0.0445,-0.8388,0.0927,28.86
2552,1801,-2.9018,8.0709,0.4956,0.0802,-0.7245,0.0818,28.85
2562,1790,-2.8898,8.3342,0.3855,0.0935,-0.6099,0.0714,28.87
2572,1853,-2.7342,8.5641,0.1915,0.0933,-0.4871,0.0482,28.87
2582,1942,-2.3511,8.7652,-0.1173,0.0765,-0.3528,0.0229,28.86
2592,1852,-1.6903,8.8777,-0.3376,0.0317,-0.2345,0.0085,28.86
2602,2014,-1.0056,8.8585,-0.4262,-0.0336,-0.1863,-0.0085,28.88
2612,1965,-0.4812,8.849,-0.4357,-0.1202,-0.2156,0.0051,28.89
2622,1997,-0.237,8.7245,-0.4836,-0.194,-0.2859,0.016,28.86
2632,2204,-0.3112,8.7269,-0.5076,-0.2417,-0.3331,0.0192,28.87
2642,2003,-0.6321,8.8322,-0.3472,-0.2401,-0.3104,0.032,28.86
2652,2063,-0.9026,9.0405,-0.0287,-0.1687,-0.2113,0.0482,28.85
2662,2136,-1.0918,9.3302,0.1652,-0.0296,-0.085,0.053,28.87
2672,2054,-1.0846,9.6103,0.0599,0.1372,-0.0173,0.06,28.88
2682,1975,-0.9625,9.6319,-0.2059,0.2686,-0.0378,0.052,28.89
2692,1901,-0.9912,9.8785,-0.3926,0.3309,-0.1276,0.1069,28.89
2702,1829,-0.9361,10.0054,-0.431,0.3238,-0.2241,0.2182,28.88
2712,1795,-1.0295,10.1538,-0.5962,0.267,-0.2918,0.3352,28.88
2722,1757,-0.9768,10.2352,-0.9266,0.1535,-0.3083,0.4439,28.87
2732,1681,-0.9697,10.6207,-0.929,-0.024,-0.2585,0.5127,28.88
2742,1671,-1.0008,11.0828,-0.7087,-0.2292,-0.1993,0.6379,28.88
2752,1717,-0.9098,11.0947,-0.1389,-0.3637,-0.1863,0.7506,28.89
2762,1712,-0.905,11.1929,0.4429,-0.3904,-0.3054,0.6768,28.88
2772,1726,-1.4557,11.9926,1.0271,-0.2926,-0.413,0.538,28.88
2782,1730,-2.15,12.9909,1.3144,-0.0951,-0.3933,0.5055,28.88
2792,1678,-2.5163,13.5153,1.1181,0.0954,-0.2771,0.433,28.89
2796,1682,-2.6552,13.5991,0.8715,0.1553,-0.2233,0.3589,28.89
2806,1697,-3.043,13.635,0.1748,0.2745,-0.0762,0.1268,28.89
2816,1683,-3.2681,13.3549,-0.3424,0.3725,0.0941,-0.0594,28.89
2826,1795,-2.8778,12.7324,-0.565,0.4535,0.3043,-0.1399,28.87
2836,1750,-1.8747,11.7436,-0.4932,0.4679,0.4903,-0.145,28.89
2846,1733,-0.8571,10.829,-0.1293,0.372,0.5305,-0.0962,28.89
2856,1763,-0.1221,10.094,0.431,0.1697,0.3808,0.0096,28.88
2866,1743,0.2634,9.5936,1.166,-0.0991,0.0842,0.1479,28.89
2876,1766,0.3017,9.1459,1.9992,-0.3722,-0.2601,0.3019,28.89
2886,1767,0.0072,8.5952,2.6887,-0.6006,-0.5646,0.4199,28.89
2896,1776,-0.6656,7.9703,2.976,-0.7661,-0.7818,0.4533,28.9
2906,1808,-1.5897,7.3622,2.8299,-0.8559,-0.8833,0.4301,28.89
2916,1862,-2.557,6.7924,2.3822,-0.8743,-0.8521,0.3728,28.89
2926,1817,-3.5051,6.3183,1.9968,-0.8127,-0.7344,0.2878,28.87
2936,1856,-4.3718,6.1579,1.7358,-0.6558,-0.5796,0.1929,28.89
2946,1956,-5.1643,6.5984,1.2785,-0.4229,-0.4191,0.1242,28.9
2956,2082,-5.5378,7.422,0.6991,-0.1484,-0.2129,0.0994,28.89
2966,2096,-5.454,8.4252,0.1125,0.1495,0.0221,0.0839,28.89
2976,2091,-4.774,9.4834,-0.431,0.4314,0.2803,0.0336,28.88
2986,2161,-3.4668,10.4196,-0.7302,0.6211,0.5372,-0.0485,28.9
2996,2003,-1.8411,10.9367,-0.589,0.6656,0.7232,-0.1172,28.89
3006,1847,-0.2777,10.963,-0.1532,0.554,0.7552,-0.1753,28.88
3016,1821,0.9194,10.6997,0.3519,0.2896,0.6059,-0.2001,28.89
3026,1819,1.64,10.3549,0.8811,-0.0805,0.2886,-0.1801,28.89
3036,1776,1.8603,10.0245,1.3503,-0.4495,-0.1348,-0.1226,28.9
3046,1813,1.5802,9.8378,1.6975,-0.7133,-0.5862,-0.0632,28.89
3056,1815,0.838,9.8881,1.7717,-0.8322,-0.967,0.0045,28.91
3066,1850,-0.1676,10.0078,1.6735,-0.8034,-1.1935,0.0597,28.9
3076,1731,-1.1779,10.1155,1.4293,-0.6379,-1.2398,0.0938,28.89
3086,1266,-2.0279,10.1059,1.0223,-0.3661,-1.1439,0.0917,28.9
3096,3071,-2.6911,10.0006,0.5674,-0.0522,-0.9848,0.0589,28.89
3106,4095,-2.9904,9.5313,-0.0168,0.2214,-0.8311,0.0226,28.91
3116,4095,-2.9999,8.9376,-0.4812,0.3986,-0.7155,-0.0325,28.91
3126,2135,-2.7438,8.2408,-0.838,0.4538,-0.6395,-0.0746,28.92
3136,1609,-2.2697,7.5992,-1.008,0.4069,-0.5891,-0.1098,28.92
3146,1835,-1.7861,7.2472,-1.0319,0.2944,-0.5534,-0.134,28.91
3156,1779,-1.391,7.1802,-0.917,0.1615,-0.5121,-0.1495,28.91
3166,1968,-1.1013,7.3334,-0.6895,0.061,-0.4591,-0.1607,28.9
3176,1795,-0.929,7.6614,-0.4717,0.0301,-0.4109,-0.1665,28.89
3186,1889,-0.8332,8.0014,-0.3232,0.0757,-0.3752,-0.1716,28.9
3190,1869,-0.8332,8.1259,-0.3017,0.1122,-0.3661,-0.1748,28.9
3200,1786,-0.8739,8.3222,-0.3065,0.2233,-0.3555,-0.1804,28.91
3210,1909,-0.929,8.2887,-0.3711,0.3349,-0.3632,-0.1724,28.9
3220,1908,-1.0367,8.09,-0.4693,0.4122,-0.3792,-0.1684,28.91
3230,1973,-1.1468,7.8626,-0.5986,0.4285,-0.3986,-0.1548,28.9
3240,1969,-1.2594,7.6447,-0.6847,0.3957,-0.4245,-0.1458,28.91
3250,1982,-1.3575,7.5322,-0.7422,0.3443,-0.4522,-0.1306,28.91
3260,2129,-1.4748,7.5369,-0.7302,0.2939,-0.481,-0.1122,28.91
3270,2064,-1.6209,7.7141,-0.6632,0.2513,-0.5212,-0.077,28.91
3280,2096,-1.5897,7.7955,-0.7733,0.2209,-0.554,-0.0352,28.89
3290,2107,-1.5921,8.0517,-0.9768,0.2204,-0.5708,-0.0123,28.91
3300,2192,-1.3838,8.3103,-1.3192,0.2526,-0.5636,0.0171,28.92
3310,2213,-1.1181,8.5425,-1.4868,0.3048,-0.5273,0.0346,28.94
3320,2172,-0.7997,8.7628,-1.5419,0.3587,-0.4975,0.0456,28.93
3330,2129,-0.5866,9.0237,-1.5083,0.4018,-0.4826,0.0368,28.92
3340,2107,-0.5578,9.2727,-1.494,0.4349,-0.4767,0.0322,28.93
3350,2348,-0.6608,9.4332,-1.3503,0.4517,-0.4762,0.0261,28.92
3360,1988,-0.9194,9.505,-1.2163,0.4415,-0.4775,-0.0019,28.92
3370,1838,-1.2881,9.4954,-1.0942,0.3861,-0.4615,-0.0437,28.94
3380,1948,-1.6017,9.5529,-0.9673,0.267,-0.4151,-0.0794,28.95
3390,1872,-1.8172,9.6822,-0.893,0.0853,-0.3448,-0.1023,28.94
3400,1722,-1.9393,9.9958,-0.8811,-0.1356,-0.2593,-0.1314,28.94
3410,1701,-2.0566,10.6805,-0.7087,-0.3323,-0.1849,-0.1327,28.94
3420,1759,-2.059,11.3078,-0.4214,-0.4143,-0.1402,-0.0946,28.93
3430,1787,-1.8651,11.8345,-0.1628,-0.3291,-0.0986,-0.0368,28.92
3440,1791,-1.5036,12.0787,-0.1269,-0.0485,-0.053,-0.0221,28.93
3450,1760,-1.1301,12.0955,-0.4118,0.3403,-0.0282,-0.0285,28.94
3460,1814,-0.6488,11.8345,-1.0439,0.7192,-0.0549,-0.0272,28.93
3470,1761,0.0048,11.4754,-1.889,0.9976,-0.1284,-0.0218,28.92
3480,1858,0.5459,10.9583,-1.901,1.0736,-0.2254,-0.004,28.92
3490,1904,0.7709,10.5129,-1.2617,0.8609,-0.3555,0.0091,28.92
3500,1872,0.5818,10.58,-0.8236,0.3549,-0.4954,-0.016,28.93
3510,1831,-0.1796,11.2432,-0.2921,-0.3794,-0.7107,-0.0549,28.93
3520,1825,-1.2522,12.0309,0.3855,-1.2017,-1.0677,-0.0869,28.93
3530,1807,-2.7869,12.7108,1.4916,-1.9249,-1.4594,-0.1274,28.92
3540,1842,-3.972,12.8305,3.2801,-2.1949,-1.7483,-0.1815,28.93
3550,1806,-5.2098,13.1298,4.865,-1.8487,-1.7467,-0.3312,28.94
3560,1818,-6.438,13.4578,5.8347,-0.9934,-1.4296,-0.5412,28.94
3570,1793,-8.1331,13.6805,6.347,0.1807,-0.8958,-0.6859,28.94
3580,1886,-8.5305,12.5193,6.0861,1.4035,-0.2992,-0.5982,28.93
3584,1882,-8.0685,11.6574,5.4971,1.8386,-0.0392,-0.5777,28.92
3594,1840,-5.7988,9.0549,2.9233,2.5783,0.5734,-0.603,28.92
3604,1865,-3.0574,6.2225,0.4214,2.699,0.8484,-0.6539,28.93
3614,1879,-0.3232,3.7254,-1.5012,2.2092,0.6193,-0.68,28.93
3624,1969,1.9441,2.569,-1.8771,1.3238,0.0544,-0.6139,28.93
3634,2064,3.1125,3.2322,-1.3743,0.2907,-0.6113,-0.4535,28.92
3644,2098,2.9233,5.0973,-0.5339,-0.6347,-1.2223,-0.1964,28.93
3654,2218,1.585,7.446,0.1748,-1.2127,-1.6627,0.0165,28.95
3664,2209,-0.4262,9.7827,0.8236,-1.3654,-1.817,0.1615,28.94
